SMILES,CCR5,INT,RT,reward
Cc1cc(C)nc(N(C(=S)Nc2sc(C)nc2C)c2cc(-c3no[n+]([O-])c3S(=O)(=O)c3ccccc3)c(Cl)cc2F)n1,6.128215483,4.770723806,7.062108376,7.062108376
Cc1cc(C)nc(NCCCCC(=O)N(C(N)=S)c2nc(C)cc(C)n2)n1,6.049127389,4.872633884,7.418267205,7.418267205
Cc1cc(C)nc(N(C(=S)Nc2sc(C)nc2C)c2cc(-c3c(Cl)cc(Cl)cc3Cl)c(Cl)cc2F)n1,6.015144411,5.121009094,7.367008429,7.367008429
CCCC=CC(C)=C(Sc1sc(C)nc1C)C(=O)c1nc(C)cc(C)n1,6.323338463,5.189150022,6.448224499,6.448224499
Cc1cc(C)nc(C(=O)c2cc(-c3nnn(C(C)(O)C(F)(F)F)c3NC(N)=S)c(F)cc2Cl)n1,6.577484498,5.51848653,7.100616356,7.100616356
COC1(c2cc(C(C)N)c(Cl)cc2F)CCC(N(C(N)=S)c2nc(C)cc(C)n2)CC1,6.658199792,5.187512318,7.093914915,7.093914915
CCC(CC)n1nc(-c2cc(NC(=S)N(c3nc(C)cc(C)n3)c3nc(C)cc(C)n3)c(Cl)cc2F)c2c(=N)nc[nH]c21,6.309893023,5.010912568,7.047143417,7.047143417
Cc1cnc(-c2cc(N(C(=S)Nc3nc(C)cc(C)n3)c3sc(C)nc3C)c(Cl)cc2F)nc1,6.062342638,4.974891305,7.537820737,7.537820737
CCCc1cc(C(=O)N=CCN(C(=S)Nc2nc(C)cc(C)n2)c2nc(C)cc(C)n2)c(Cl)cc1F,6.210833382,4.762579333,7.646513743,7.646513743
CCCC=Cc1ccc(-c2cc(NC(=S)N(c3nc(C)cc(C)n3)c3sc(C)nc3C)c(Cl)cc2F)s1,6.108811907,5.142170784,7.476093823,7.476093823
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)c2cc(-c3[nH]nc4ccc(CCC5=CCCCC5)cc34)c(Cl)cc2F)n1,6.690988034,5.067021226,7.009014503,7.009014503
Cc1cc(C)nc(N(C(=S)Nc2cc(-c3ccncc3)c(Cl)cc2F)c2sc(C)nc2C)n1,6.226975852,5.20859832,7.652455295,7.652455295
Cc1cc(C)nc(NC(=S)N(c2cc(-c3ccc4[nH]c(=N)[nH]c(=N)c4c3)c(F)cc2Cl)c2sc(C)nc2C)n1,5.907382325,5.04760127,7.127753192,7.127753192
CNS(=O)(=O)c1c(-c2cc(NC(=S)N(c3nc(C)cc(C)n3)c3nc(C)cc(C)n3)c(Cl)cc2F)c(C)n(C)c1C,6.392982369,5.092576363,7.150564302,7.150564302
Cc1cc(C)nc(N(C(=S)Nc2cc(-c3cc(C)c(C(C)(F)F)cn3)c(Cl)cc2F)c2nc(C)cc(C)n2)n1,6.393667659,5.346628246,7.474134897,7.474134897
Cc1cc(C)nc(NC(=S)N(c2sc(C)nc2C)S(=O)(=O)c2ccccc2)n1,5.870573198,4.82500685,7.336513647,7.336513647
CCCCc1cc(-n2ccc3cc(S(=O)(=O)N(C(=S)Nc4nc(C)cc(C)n4)c4nc(C)cc(C)n4)ccc32)c(F)cc1Cl,6.938240115,4.942012896,7.025607495,7.025607495
Cc1cc(C)nc(N(C(=S)NCCCCCC(=O)N2CCN=C2S)c2nc(C)cc(C)n2)n1,6.693920575,4.792698163,7.631791384,7.631791384
Cc1cc(C)nc(NC(=S)Nc2cc(-n3c(NC(=S)NNC=O)c(C)c4cc(Cl)ccc43)c(F)cc2Cl)n1,5.762176067,5.013664161,7.340266012,7.340266012
Cc1cc(C)nc(NC(=S)N(c2cc(-c3ccnnc3)c(F)cc2Cl)c2sc(C)nc2C)n1,6.30077884,4.91357994,7.511487576,7.511487576
Cc1cc(C)nc(N(C(=S)Nc2ccc3c(-c4cc(C(C)N)c(F)cc4Cl)ccnc3c2)c2nc(C)cc(C)n2)n1,5.961605903,5.409343767,7.439868712,7.439868712
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)c2nc3ccccc3nc2-c2cc(C(C)C)c(Cl)cc2F)n1,5.895081808,5.180356599,7.177899032,7.177899032
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)c2cc(-c3cc(N)c(Cl)cc3CS(=O)(=O)c3ccccc3)c(Cl)cc2F)n1,6.285519144,4.731274778,7.145476509,7.145476509
Cc1cc(C)nc(NC(=S)NC(=O)C(C)(C)SSc2nc(C)cc(C)n2)n1,5.932474567,4.893407953,7.530316002,7.530316002
CCC(C)C(=O)N1C(=O)N(C(C)Cl)C(c2cc(SS)c(Cl)cc2F)C(O)C(O)C1CBr,6.417187915,5.073340481,6.255341219,6.255341219
Cc1cc(C)nc(N(C(=S)Nc2cc(-c3ncccc3Cl)c(Cl)cc2F)c2sc(C)nc2C)n1,6.231541841,5.297928388,7.678691533,7.678691533
Cc1cc(C)nc(NC(=S)Nc2ccc3[nH]nc(-c4cc(CC(C(=O)O)c5nc(C)cc(C)n5)c(F)cc4Cl)c3c2)n1,6.935072833,5.406742515,6.781400423,6.781400423
Cc1cc(C)nc(N(C(=S)NC2CC2c2cc(CCCCCC(=O)O)c(Cl)cc2F)c2nc(C)cc(C)n2)n1,7.671027944,5.043432821,7.313222635,7.313222635
Cc1cc(C)nc(N(C(=S)Nc2cc(-c3cc[nH]c3O)c(Cl)cc2F)c2sc(C)nc2C)n1,6.191758578,5.162322985,7.606870861,7.606870861
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)S(=O)(=O)c2cc(Br)cc3c2N(c2cc(C(C)(C)C#N)c(Cl)cc2F)CC3)n1,7.230649462,5.096511496,7.125468041,7.125468041
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)c2cnn3ccc(-c4cc(C(=O)N(NC=O)C(C)(C)C)c(Cl)cc4F)nc23)n1,6.666820183,5.056857182,7.056751922,7.056751922
Cc1cc(C)nc(NC(=S)Nc2cc(CC(C)(SS)C(=O)N3CC(C)OC(C)C3)c(F)cc2Cl)n1,6.9425701,4.809595028,6.817677457,6.817677457
Cc1cc(N2CCC3(CC2)C(=O)NCN3CCCC(F)(F)F)cc(Cc2nc(C)cc(C)n2)n1,7.496435812,5.70178051,6.821750781,6.821750781
Cc1cc(C)nc(NC(=S)N(C(=O)NNC(=O)c2cc(CO)c(Cl)cc2F)c2nc(C)cc(C)n2)n1,6.245531475,4.775845752,7.299489577,7.299489577
Cc1cc(C)nc(NC(=S)N(c2sc(C)nc2C)C(C)(C)CO)n1,5.908486484,4.823166198,7.480813802,7.480813802
Cc1cc(C)nc(N(C(=S)Nc2cc(-n3nc(C(=O)C(N)=O)c4c(=N)nc[nH]c43)c(Cl)cc2F)c2nc(C)cc(C)n2)n1,6.184827177,5.202567661,6.912397824,6.912397824
Cc1cc(C)nc(NC(=S)Nc2nc(N)ncc2-c2cc(N3CCc4ccccc4C3)c(F)cc2Cl)n1,6.400110392,5.100920566,7.206676233,7.206676233
CCC(=O)N(C(=S)Nc1nc(C)cc(C)n1)c1sc(C)nc1C,5.611167581,4.872767143,7.484054139,7.484054139
Cc1cc(C)nc(NC(=S)N(c2cc(-c3noc4ccccc34)c(Cl)cc2F)c2sc(C)nc2C)n1,6.094592351,5.163880105,7.353910238,7.353910238
Cc1cc(C)nc(NC(=S)N(c2cc(N3CCC3)c(F)cc2Cl)c2sc(C)nc2C)n1,6.17638919,4.744475371,7.376223167,7.376223167
Cc1cc(C)nc(C(Cl)Cc2cc(C3CN(C(CC(=O)O)C(=O)N4CCC5(CCc6ccccc65)CC4)CC3N)c(F)cc2Cl)n1,8.171454446,5.38219119,6.578662444,6.578662444
CC(SSc1cc(C(C)(C)CO)c(Cl)cc1F)C(=O)N1CCNCC1,6.427704797,5.127886332,6.317114329,6.317114329
Cc1cc(C)nc(N(C(=S)Nc2cc(NC3=NCCN3)c(Cl)cc2F)c2sc(C)nc2C)n1,6.135671303,4.788600814,7.727491865,7.727491865
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)c2cc(-n3cnc4c(SS)ncnc43)c(Cl)cc2F)n1,6.048643972,5.137955648,7.089507925,7.089507925
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)c2cc(-c3cc(=O)n(C(N)N)c4ccccc34)c(Cl)cc2F)n1,5.907858076,5.573373496,7.094069238,7.094069238
Cc1cc(C)nc(N(C(=S)Nc2cc(N3CC(CCl)C4OCCCC43)c(Cl)cc2F)c2nc(C)cc(C)n2)n1,6.87829144,4.969386809,7.132022164,7.132022164
CCn1nc(-c2cc(N(C(=S)Nc3nc(C)cc(C)n3)c3nc(C)cc(C)n3)c(F)cc2Cl)cc1C,6.326370175,5.13650105,7.35923882,7.35923882
Cc1cc(C)nc(N(C(=S)Nc2cc(C3COc4nc([N+](=O)[O-])cn4C3)c(F)cc2Cl)c2sc(C)nc2C)n1,6.362229927,5.105430841,7.15450441,7.15450441
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)c2ccc(-c3cc(CS(=O)(=O)c4ccccc4)c(F)cc3Cl)c3c2C=CC(C)(C)O3)n1,6.572881104,4.9218413,7.106137552,7.106137552
CCCCC=C1SC(=O)N(c2cc(N(C(=S)Nc3sc(C)nc3C)c3nc(C)cc(C)n3)c(F)cc2Cl)C1=O,6.438942137,4.873480797,7.286605417,7.286605417
Cc1cc(C)nc(NC(=S)N(c2cc(-c3ccc4ncccc4c3)c(Cl)cc2F)c2sc(C)nc2C)n1,5.998941591,5.252747077,7.28456854,7.28456854
Cc1cc(-c2cc(N(C(=S)Nc3sc(C)nc3C)c3nc(C)cc(C)n3)c(Cl)cc2F)cc(C)n1,5.895519989,5.479839711,7.565487665,7.565487665
Cc1cc(C)nc(NC(=S)N(c2ccnc(-c3cc(NC(=S)NNC=O)c(Cl)cc3F)c2)c2nc(C)cc(C)n2)n1,5.985303015,5.253318968,7.470326908,7.470326908
Cc1cc(C)nc(N(C(=S)Nc2sc(C)nc2C)c2cc(-c3c(N)n(C)c(=O)n(C)c3=O)c(F)cc2Cl)n1,5.976533155,5.176820392,6.895495561,6.895495561
Cc1cc(C)nc(NC(=S)Nc2cc(-c3cc(C(=O)N=c4cccc[nH]4)c(C(Cl)(Cl)Cl)cc3F)c(Cl)cc2F)n1,6.264209697,5.477690549,7.211604301,7.211604301
Cc1cc(C)nc(C(C)(O)c2cc(C3CCN(CC(=O)C(C)(C)C)CC3SS)c(Cl)cc2F)n1,7.029404831,5.249116593,6.61128106,6.61128106
Cc1cc(C)nc(NC(=S)N(c2cc(-c3cccc4ccccc34)c(Cl)cc2F)c2sc(C)nc2C)n1,5.900284253,4.897371161,7.246935618,7.246935618
Cc1cc(C)nc(NC(=S)N(C(=O)C(C#N)=C(C#N)C#N)c2nc(C)cc(C)n2)n1,5.753296316,5.392085227,7.16966443,7.16966443
Cc1cc(C)nc(NC(=S)Nc2cc(CCCCCC(=O)N(C)c3nc(C)cc(C)n3)c(F)cc2Cl)n1,7.036769248,4.804719738,7.508946782,7.508946782
Cc1ccnc(-c2cc(N(C(=S)Nc3sc(C)nc3C)c3nc(C)cc(C)n3)c(F)cc2Cl)c1,6.071844005,5.398730294,7.569802215,7.569802215
Cc1cc(C)nc(NC(=S)N(c2cc(C(=O)C(C)C)c(F)cc2Cl)c2sc(C)nc2C)n1,6.075643481,5.033700473,7.768404568,7.768404568
CCCCCCCCCCCC(=O)NC(=S)N(c1nc(C)cc(C)n1)c1sc(C)nc1C,6.558834222,4.686312356,7.415344856,7.415344856
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)C(Cc2cc(CC(C)(C)O)c(F)cc2Cl)C(=O)O)n1,7.390929499,5.073282361,7.025614477,7.025614477
Cc1cc(C)nc(NC(=S)N(c2cc(-c3ccc(F)cc3Cl)c(Cl)cc2F)c2sc(C)nc2C)n1,6.026890555,5.157524195,7.338830947,7.338830947
Cc1cc(C)nc(N(C(=S)Nc2cc(-c3ccc4cc(C)[nH]c4c3)c(Cl)cc2F)c2nc(C)cc(C)n2)n1,5.990484158,5.162180257,7.30766902,7.30766902
Cc1cc(C)nc(NC(=S)Nc2cc(C)c(-c3cc(CCCCO)c(F)cc3Cl)cc2C(N)CC(C)C)n1,6.967539353,5.028242304,7.216284283,7.216284283
Cc1cc(C)nc(N(C(=S)Nc2cc(-c3nn(CF)c(=O)c4ccccc34)c(Cl)cc2F)c2nc(C)cc(C)n2)n1,6.329332461,5.042473849,7.047565548,7.047565548
Cc1cc(C)nc(NC(=S)N(c2cc(-c3ccc(Cl)cc3C)c(Cl)cc2F)c2sc(C)nc2C)n1,6.013110623,5.020021515,7.592229767,7.592229767
Cc1cc(C)nc(N(C(=S)Nc2cc(-c3cc(O)ccc3C(N)N)c(Cl)cc2F)c2nc(C)cc(C)n2)n1,6.168611958,5.139704598,7.25692061,7.25692061
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)c2cc(N3C(=O)CCC3SS)c(Cl)cc2F)n1,6.315716551,4.929813472,7.183201959,7.183201959
Cc1ccc(-c2cc(NC(=S)N(c3nc(C)cc(C)n3)c3sc(C)nc3C)c(Cl)cc2F)cc1,5.884947047,5.066794745,7.609953209,7.609953209
COC=C(C(=O)N1CCSC1)c1ccccc1-c1cc(N(C(=S)Nc2nc(C)cc(C)n2)c2nc(C)cc(C)n2)c(F)cc1Cl,6.774400203,5.081843826,6.561078164,6.561078164
Cc1cc(C)nc(N(C(=S)NC(C)C(F)(F)F)c2sc(C)nc2C)n1,6.299513391,4.947660557,7.269794884,7.269794884
CCC(C)c1c(NC(=S)Nc2nc(C)cc(C)n2)nc2ccc(-c3cc(CCCO)c(F)cc3Cl)cn12,6.390055129,5.59114708,7.355787351,7.355787351
C=C(C)Cn1c(-c2cc(N(C(=S)Nc3nc(C)cc(C)n3)c3nc(C)cc(C)n3)c(F)cc2Cl)cc2cccc(C)c2c1=O,6.008754475,5.360695707,7.059834848,7.059834848
Cc1cc(C)nc(NC(=S)N(c2cc(-c3ccoc3)c(Cl)cc2F)c2sc(C)nc2C)n1,6.130056621,5.06221308,7.802052561,7.802052561
CCCCCCCCCCCCCC(=O)N(C(=S)Nc1sc(C)nc1C)c1nc(C)cc(C)n1,6.358358691,4.71909125,7.390909035,7.390909035
Cc1cc(C)nc(NC(=S)Nc2cc(-c3cccc(SSc4nc(C)cc(C)n4)c3Cl)c(Cl)cc2F)n1,5.749645656,4.922440839,7.637882445,7.637882445
Cc1cc(C)nc(CCCCCCC(=O)c2cc(-c3cccc4cc(NC(=S)Nc5nc(C)cc(C)n5)ccc34)c(F)cc2Cl)n1,7.226732164,5.115733247,7.223731735,7.223731735
Cc1cn(-c2cc(N(C(=S)Nc3nc(C)cc(C)n3)c3sc(C)nc3C)c(Cl)cc2F)cn1,6.20566712,4.812801678,7.728355582,7.728355582
CCC(C)c1cc(N(C(N)=S)c2nc(C)cc(C)n2)cn2c(-c3cc(SS)c(Cl)cc3F)cnc12,6.224701373,5.763258647,7.245307587,7.245307587
CCCCCCCC(=O)NC(=S)N(c1nc(C)cc(C)n1)c1sc(C)nc1C,6.291026033,4.692293767,7.452106212,7.452106212
Cc1cc(C)nc(NC(=S)N(c2cc(-c3ccn(C)n3)c(F)cc2Cl)c2sc(C)nc2C)n1,6.22305922,4.936035027,7.400233811,7.400233811
Cc1cc(C)nc(NC(=S)N(c2cc(-c3ccc4sc(C)nc4c3)c(Cl)cc2F)c2sc(C)nc2C)n1,6.000960312,5.053895027,7.300406567,7.300406567
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)c2cc(C3([N+](C)(C)C)COC3)c(Cl)cc2F)n1,6.402366453,4.900734538,7.061613815,7.061613815
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)c2[nH]c3cc(Cl)ccc3c2-c2cc(N3Cc4ccncc4C3)c(F)cc2Cl)n1,6.038631783,5.553438855,7.219289854,7.219289854
Cc1cc(C)nc(N(C(=S)Nc2sc(C)nc2C)c2cc(C3COc4ccccc4O3)c(F)cc2Cl)n1,6.183342406,5.048365987,7.64309719,7.64309719
Cc1cc(C)nc(NC(=S)Nc2cc(CS)c3cccc(-c4cc(CO)c(F)cc4Cl)c3n2)n1,6.38387976,5.751968314,7.079942139,7.079942139
Cc1cc(C)nc(N(C(=S)Nc2c(C)nn(-c3cc(C(=O)N=c4ccc(Cl)c[nH]4)c(Cl)cc3F)c2Cl)c2nc(C)cc(C)n2)n1,6.505343649,5.562232318,7.490168661,7.490168661
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)c2c(Cl)cc(-c3cc(SS)c(Cl)cc3F)cc2Cl)n1,5.931252511,5.103662356,7.534702463,7.534702463
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)c2cc(-c3n[nH]c(=O)n3CN)c(F)cc2Cl)n1,6.278329566,4.933770947,7.125582286,7.125582286
Cc1cc(C)nc(N(C(=S)NC(C)C(=O)O)c2sc(C)nc2C)n1,6.080227436,5.109983051,7.271399981,7.271399981
Cc1cc(C)nc(NC(=S)N(c2cc(C3NC4CCC3C4)c(F)cc2Cl)c2sc(C)nc2C)n1,6.88813873,4.821163038,7.247707088,7.247707088
Cc1cc(C)nc(N(C(=S)Nc2sc(C)nc2C)c2cc(N3c4ccccc4CC3C)c(Cl)cc2F)n1,6.127108544,4.924824058,7.739167282,7.739167282
Cc1cc(C)nc(NC(=S)Nc2cc(-c3c(C)[nH]c(C)c3S(=O)(=O)Nc3nc(C)cc(C)n3)c(Cl)cc2F)n1,6.190298278,5.153972319,7.052228881,7.052228881
Cc1cc(C)nc(NC(=S)Nc2ccc(F)c(-c3cc(SC4=NCCN4c4nc(C)cc(C)n4)c(F)cc3Cl)c2)n1,6.115551066,5.078355893,7.463242795,7.463242795
CCC(C)(C)c1cc(N(C(=S)Nc2nc(C)cc(C)n2)c2sc(C)nc2C)c(F)cc1Cl,6.476202486,4.912050844,7.623403647,7.623403647
Cc1cc(C)nc(N(C(=S)Nc2cc(-c3cccc([N+](=O)[O-])c3C)c(F)cc2Cl)c2sc(C)nc2C)n1,6.033325561,5.136899801,7.517249839,7.517249839
Cc1cc(C)nc(N(C(=S)Nc2cc(-c3cn(C)nc3C)c(Cl)cc2F)c2sc(C)nc2C)n1,6.236330829,5.055759284,7.369294403,7.369294403
Cc1cc(C)nc(N(C(=S)Nc2sc(C)nc2C)c2cc(C3(C)CS(=O)(=O)N(C)C(N)=N3)c(F)cc2Cl)n1,6.126104261,4.916052172,7.262105428,7.262105428
Cc1cc(C)nc(N(C(=S)Nc2sc(C)nc2C)c2cc(N3CC(F)(F)C3)c(Cl)cc2F)n1,6.366922881,4.762738087,7.088549403,7.088549403
Cc1cc(C)nc(N(C(=S)Nc2cc(N3CCC(O)C3)c(Cl)cc2F)c2sc(C)nc2C)n1,6.230296837,4.761990305,7.258571373,7.258571373
CCCCc1cc(N2CCN(C(=O)CCCNc3nc(C)cc(C)n3)C3CS(=O)(=O)CC32)c(Cl)cc1F,7.676543342,4.95069369,6.919555261,6.919555261
Cc1cc(C)nc(N(C(=S)Nc2sc(C)nc2C)c2cc(C(C)C)c(F)cc2Cl)n1,6.122046815,4.869502812,7.708251481,7.708251481
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)c2cc(-c3ccc(S(=O)(=O)N4CCc5ccccc5C4)cn3)c(F)cc2Cl)n1,6.69331571,5.559130452,7.039337558,7.039337558
CCCC=C1CN(c2cc(N(C(=S)Nc3nc(C)cc(C)n3)c3sc(C)nc3C)c(Cl)cc2F)CCC1=O,6.374559911,4.95668282,7.305488639,7.305488639
CCCc1cc(OS(=O)(=O)NS(=O)(=O)c2ccc(Br)cc2)c(Cl)cc1F,6.278765341,5.269009119,5.772313521,5.772313521
Cc1noc(C)c1S(=O)(=O)N(c1cc(C(C)(O)C(F)(F)F)c(F)cc1Cl)C1CCCc2cccnc21,6.543417691,5.758912309,6.531746466,6.531746466
Cc1cc(C)nc(NC(=S)NCCC(SSc2nc(C)cc(C)n2)C(=O)O)n1,6.289717904,4.898181574,7.599003438,7.599003438
Cc1cc(C)nc(N(C(N)=S)c2cc(-c3cc4c(cc3C(Cl)(Cl)Cl)[nH]c(=Nc3c(Cl)ccc(N5CCN6CCCC6C5)c3Cl)n4C)c(F)cc2Cl)n1,7.166108283,5.254057938,6.659961145,6.659961145
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)c2cc(-c3csc(=NC(=O)Cc4sc(C)nc4C)[nH]3)c(F)cc2Cl)n1,6.442578121,5.149310719,7.121474676,7.121474676
CCC(C)(C)c1cc(-c2cc3c(N(C(=S)Nc4nc(C)cc(C)n4)c4nc(C)cc(C)n4)nn(C)c3s2)c(Cl)cc1F,6.34341904,5.27585413,7.20747023,7.20747023
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)c2c(F)cc(-c3cc(C(=O)C(C)(C)C)c(Cl)cc3F)cc2F)n1,6.143750186,5.241164566,7.43617257,7.43617257
Cc1cc(C)nc(NC(=S)N(c2nc(C)cc(C)n2)c2c(C)[nH]n(-c3cc(C(C)CCCC(C)C)c(Cl)cc3F)c2=O)n1,6.682347741,5.015282138,7.489406453,7.489406453
Cc1cc(C)nc(NC(=S)Nc2cc(C(=O)C(C)Sc3nc(C)cc(C)n3)c(Cl)cc2F)n1,6.034215627,4.750439369,7.739022791,7.739022791
Cc1cc(C)nc(NC(=S)NC(c2nc(C)cc(C)n2)c2cc(C(C)CCCC(C)C)c(F)cc2Cl)n1,6.586891671,5.147518533,7.562113936,7.562113936
Cc1cc(C)nc(N(C(=S)Nc2cc(C3CCc4cc(CC(C)O)ccc4O3)c(F)cc2Cl)c2nc(C)cc(C)n2)n1,6.876155327,4.971079561,7.376269054,7.376269054
Cc1cc(C)nc(CNCCCCCNC(=S)Nc2nc(C)cc(C)n2)n1,6.504986695,4.946464028,7.153482326,7.153482326
Cc1cc(C)nc(NC(=S)Nc2cc(O)n(-c3cc(C(=O)Sc4nc(C)cc(C)n4)c(F)cc3Cl)c2)n1,6.370272493,4.992295728,7.478259234,7.478259234
Cc1cc(Cc2nc(C)cc(C)n2)c(O)c(-c2cc(NC(=S)Nc3nc(C)cc(C)n3)c(F)cc2Cl)c1,6.269323901,5.233595157,7.391034559,7.391034559
Cc1cc(C)nc(NC(=S)Nc2cc(C(CO)SC(=O)c3nc(C)cc(C)n3)c(Cl)cc2F)n1,6.460109213,4.655013746,7.624843693,7.624843693
Cc1cc(C)nc(N(C(=S)Nc2sc(C)nc2C)C(F)(F)C(F)F)n1,6.272301192,4.727123587,7.342126469,7.342126469
Cc1cc(C)nc(N(C(=S)Nc2sc(C)nc2C)S(=O)(=O)c2cc(Cl)cc(Cl)c2)n1,6.146059649,4.847778763,7.485978751,7.485978751
Cc1cc(C)nc(NC(=S)N(c2cc(-c3ccc(Cl)c(C)c3)c(F)cc2Cl)c2sc(C)nc2C)n1,6.026696986,5.003063407,7.590622022,7.590622022
Cc1cc(C)nc(N(C(=S)Nc2cc(CBr)c(F)cc2Cl)c2sc(C)nc2C)n1,6.074783636,4.975745667,7.699077179,7.699077179
Cc1cc(C)nc(NC(=S)N(c2cc(-c3nnn(C)n3)c(F)cc2Cl)c2sc(C)nc2C)n1,6.034070576,4.980772795,7.29335551,7.29335551
Cc1cc(C)nc(N(C(=S)Nc2cc(OC(F)(F)F)c(F)cc2Cl)c2sc(C)nc2C)n1,6.343336831,4.784694375,7.61164717,7.61164717
CCCCCCc1cc(-c2cc(N(C(N)=S)c3nc(C)cc(C)n3)c(Cl)cc2F)c(SC(=N)N)s1,6.353543227,5.002567127,7.21044771,7.21044771
Cc1cc(C)nc(N(C(=S)Nc2cc(-c3nnn4cnc5[nH]ccc5c34)c(Cl)cc2F)c2sc(C)nc2C)n1,6.451167185,5.129454291,7.2774349,7.2774349
Cc1cc(C)nc(N(C(=S)Nc2cc(-n3c(=O)oc4ccccc43)c(Cl)cc2F)c2sc(C)nc2C)n1,6.114754261,4.940677676,7.316134542,7.316134542
Cc1cc(C)nc(N(C(=S)Nc2sc(C)nc2C)c2cc(-c3nncn3C)c(Cl)cc2F)n1,5.946831583,5.233687902,7.447599246,7.447599246
Cc1cc(C)nc(NC(=S)N(c2cc(-c3ccc(C)c(C)c3)c(F)cc2Cl)c2sc(C)nc2C)n1,5.966683126,5.050899771,7.524693315,7.524693315
Cc1cc(C)nc(N(C(=S)Nc2cc(-c3cccc(O)c3O)c(F)cc2Cl)c2sc(C)nc2C)n1,6.12200746,5.076053088,7.347435212,7.347435212
O=S(=O)(c1ccccn1)N1CCOC2C(c3cc(NC4c5ccccc5CC4O)c(F)cc3Cl)CCC21,6.952817676,5.555696082,5.805787513,5.805787513
Cc1cc(C)nc(NC(=S)Nc2csc(-c3cc(C(=O)N=C(N)N)c(F)cc3Cl)c2C(=O)O)n1,6.223690247,5.056615231,6.894230651,6.894230651
Cc1cc(C)nc(N(C(=S)Nc2sc(C)nc2C)c2cc(NS(=O)(=O)O)c(F)cc2Cl)n1,6.385708124,4.711729999,7.509591427,7.509591427
