SMILES,CCR5,INT,RT,reward
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(F)c(-c5ccnc(Cl)c5)cc4C4CCCN(C)C4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.686966836,5.847381634,6.242622326,8.686966836
C=CC1(C)CC(N2CCC3(CCCN(C(=O)c4cc(-c5cnc6ccccc6n5)c(CCCCCCC)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.014371048,5.24541805,6.28539465,8.014371048
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(-c5cnc(C)cn5)c(-c5ccnc(Cl)c5)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.642568109,5.643662232,6.255897385,8.642568109
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(F)c(C(C)=O)cc4-c4csc5ccccc45)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.693009177,5.286879627,6.064737694,8.693009177
C=CC1(C)CC(N2CCCC3(CCN(c4cc(CCCCCCC)c(F)cc4-c4nc(-c5ccnc(Cl)c5)nc5c4c(=O)n(C)c(=O)n5C)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.073872951,5.705235496,6.431316768,8.073872951
C=CC1(C)CC(N2CCC3(CCCN(c4cc(F)c(N5CCC6(CCCN(C(=O)CC)C6=O)CC5)cc4CCCCCCC)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,7.942799628,5.231463554,6.348614387,7.942799628
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCC4CN(S(=O)(=O)c5ccccc5Cl)CC4N)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.388757609,4.930758283,5.952958975,8.388757609
C=CC1(C)CC(n2c(O)cc(-c3cc(C(C)(C)CC)c(CCCCCCCN4CCCC5(CCNC5)C4)cc3F)c2O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.503142247,5.456424792,6.094840406,8.503142247
C=CC1(C)CC(N2CCCC3(CCN(c4cc(CCCCCCC)c(C5C(c6cnc(C)nc6)C6CCN5CC6)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.550182763,5.173104716,6.494213901,8.550182763
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(-c5ccnc(Cl)c5)c(F)cc4-c4ccc(S(C)(=O)=O)c([N+](=O)[O-])c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.233488339,5.912233436,6.145216273,8.233488339
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(-c5ccnc(Cl)c5)c(F)cc4-c4ccnc(C)c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.672949612,6.070557763,6.276413143,8.672949612
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(CCCCCCC(=O)O)c(-c5ccnc(Cl)c5)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.922405566,6.056257346,6.007718339,8.922405566
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(N5c6ccccc6Sc6ccccc65)c(F)cc4-c4ccnc(Cl)c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.608823877,5.602107818,6.287816137,8.608823877
C=CC1(C)CC(c2cc(CCCCCCCN3CCC4(CCCNC4)C3)c(-c3ccnc4[nH]c(-c5csc6ccccc56)cc34)cc2F)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.786081436,5.768847406,6.326238808,8.786081436
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4ncnc5c4CCN(c4ccc(-c6ccc(Cl)cn6)c(F)c4)CC5)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.505363696,5.645372398,6.188444286,8.505363696
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(C(C)=O)c(F)cc4C4CC4C)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.567941722,5.070252083,6.203699013,8.567941722
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(-c5ccnc(Cl)c5)c(-n5nc(C)c([N+](=O)[O-])c5C)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.623289713,5.924590649,6.234134128,8.623289713
C=CC1(C)CC(N2CCC3(CCCN(c4cc(NS(=O)(=O)NC(C)CC)c(F)cc4CCCCCCC)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.556350905,5.024781619,6.370645752,8.556350905
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCc4cc(F)c(CCC(=O)O)cc4CCCCCCC)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.775233054,5.334087532,6.162478766,8.775233054
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCC4CCN(CCS(C)(=O)=O)CC4O)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.111768937,4.858275024,5.793205123,8.111768937
C=CC1(C)CC(N2CCCC3(CCN(c4cc(F)c(-c5cccc(CCCCCCC)c5O)cc4-c4ccnc(Cl)c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.662544336,5.746788913,6.077538783,8.662544336
C=CC1(C)CC(c2nn(CCCCCCC)c3c2CCN(c2cc(F)c(-c4ccnc(Cl)c4)cc2N2CCCC4(CCNC4)C2)C3=O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.283479735,5.724230803,6.385811077,8.283479735
C(=Cc1ccco1)c1ccc2c(c1)OCO2,5.747088319,4.787165748,5.231549106,5.747088319
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(NC(N)=S)c(-c5ccnc(Cl)c5)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.784201961,5.855134893,6.365959316,8.784201961
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(F)c(-c5ccnc(Cl)c5)cc4C(=O)C=O)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.45478746,6.067687092,6.185311708,8.45478746
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4ccc(-n5ccc(-c6ccnc(Cl)c6)cc5=O)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.739029987,5.943640951,6.280033326,8.739029987
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(F)c(-c5ccnc(Cl)c5)cc4C(N)N)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.735030138,5.790310355,6.230555765,8.735030138
C=CC1(C)CC(N2CCC3(CCCN(c4cc(F)c(-n5cnc6cc(-c7ccnc(Cl)c7)sc6c5=O)cc4CCCCCCC)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.60299139,5.650852592,6.275253856,8.60299139
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(-c5ccnc(Cl)c5)c(F)cc4-c4cc[nH]c(=N)c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.806048238,6.013977978,6.19639048,8.806048238
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(-c5ccnc(Cl)c5)c(-c5cccc(=NC)[nH]5)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.641997937,6.086133309,6.22831454,8.641997937
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4n[nH]c5cccc(-c6ccc(F)c(-c7c(Cl)cc(Cl)cc7Cl)c6)c45)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.627971255,5.108307221,6.316945943,8.627971255
C=CC1(C)CC(c2cc(CCCCCCC)c(F)cc2CC(C(=O)c2ccnc(Cl)c2)N2CCC3(CCCNC3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.218491852,5.621320469,6.522251335,8.218491852
C=CC1(C)CC(N2CCC3(CCCN(c4cc(C5c6cc7c(cc6C(NS(=O)(=O)c6ccc(C)c(C)c6)C6COC(=O)C56)OCO7)cc(CCCCCCC)c4O)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,7.563399878,4.971797688,6.240095365,7.563399878
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(F)c(N5CCCC(N)C5)cc4-c4c(C)cc(C)cc4C)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.558925707,5.203838089,6.208919507,8.558925707
C=CC1(C)CC(c2cc(F)c(C3CCCN3)cc2N2CCC(N3CCCC4(CCNC4)C3)CC2CCCCCCC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.166869254,5.056109764,6.709442077,8.166869254
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(F)c(-c5csc6ccccc56)cc4N4CCC(N)C4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.670941178,5.215284276,6.114339344,8.670941178
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(N5CC(O)C(O)C(O)C5)c(-c5ccsc5)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.102267792,5.364138931,6.074758903,8.102267792
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(-n5c(=O)oc6ccccc65)c(F)cc4-c4ccccc4C)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.589292909,5.294679831,6.034115515,8.589292909
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(-c5ccc6nc7[nH]c(=O)[nH]c7cc6c5)c(F)cc4-c4ccnc(Cl)c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.621635158,5.959564311,6.23556837,8.621635158
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(-c5c(C)cc(C)cc5C)c(N5C(N)=NC(N)=NC5(C)C)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.237851679,5.301553175,6.146814861,8.237851679
C=CC1(C)CC(N2CCC3(CCCN(c4cnn(-c5c(Cl)cnn(-c6ccc(F)c(CCCCCCC)c6)c5=O)c4C)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.685246927,5.234343205,6.271285909,8.685246927
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(C5CCOC5=O)c(-c5ccc(C#N)c(Cl)c5)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.565354306,5.3805259,5.872605157,8.565354306
Cc1ccc(S(=O)(=O)N2CC(O)C2)cc1C,5.737813558,4.31748057,5.389550221,5.737813558
C=CC1(C)CC(N2CCCC3(CCN(S(=O)(=O)c4ccc(-c5cc(F)c(N6CCC7CC76)cc5-c5ccnc(Cl)c5)c(Cl)c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.072910336,5.665401746,6.550102046,8.072910336
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(-c5ccc6[nH]c(C)nc6c5)c(-c5ccnc(Cl)c5)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.875413048,5.712894426,6.262243391,8.875413048
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4ccccc4C=Cc4ccc([N+](=O)[O-])o4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.353822343,5.172174099,5.872736755,8.353822343
C=CC1(C)CC(N2CCCC3(CCN(c4cc(C5(c6ccnc(Cl)c6)CCCC5)c(CCCCCCC)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.538959929,5.575962167,6.209629091,8.538959929
C=CC1(C)CC(N2CCC3(CCCN(C(=O)c4cn(C)nc4-c4cc(CCCCCCC)ccc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.101573248,5.536527117,6.217069422,8.101573248
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(-c5ccc(C)c(F)c5)c(-c5ccnc(Cl)c5)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.874065047,5.736960775,6.349412893,8.874065047
C=CC1(C)CC(C(CC)c2cc(F)c(-c3ccnc(Cl)c3)cc2CCCCCCCN2CCCC3(CCNC3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.867100692,5.831817589,6.237101417,8.867100692
C=CC1(C)CC(c2nnc(-c3cc(C4CC(=O)C(N5CCC6(CCCNC6)C5)C(=O)O4)c(F)cc3CCCCCCC)n2N)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,7.859705788,5.273142476,6.238040346,7.859705788
C=CC1(C)CC(c2cc(-n3cncc3CCCCCCCN3CCC4(CCCNC4)C3)c(-c3ccnc(Cl)c3)cc2F)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.658231949,5.673985418,6.208904223,8.658231949
C=CC1(C)CC(N2CCCC3(CCN(c4cc(F)c(-c5c(Cl)ccc(-c6ccnc(Cl)c6)c5Cl)cc4CCCCCCC)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.600443778,5.537075239,6.271126771,8.600443778
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(F)c(C(=O)N=C(N)N)cc4-c4ccnc(Cl)c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.547114449,5.786866387,6.069117448,8.547114449
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cn5c(n4)CN(S(=O)(=O)c4ccc(N)cc4)CC5)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.151068155,4.891153149,6.467769185,8.151068155
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4nnc5n4CCN(CCCCO)C5)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.057261361,4.93868796,5.731491632,8.057261361
C=CC1(C)CC(c2cc(F)c(-c3ccnc(Cl)c3)cc2CCCCCCCN2CCCC3(CCN(C4CC(C)(C=C)C(O)C(C)C56CCC(=O)C5C4(C)C(C)CC6)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.534937484,5.735841925,6.140703437,8.534937484
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(C5CC5)c(F)cc4-c4cc5ccccc5[nH]c4=O)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.547056872,5.912950842,6.174797804,8.547056872
C=CC(=O)N1CC(c2cc(F)c(C3CC(C)(C=C)C(O)C(C)C45CCC(=O)C4C3(C)C(C)CC5)cc2CCCCCCCN2CCC3(CCCNC3)C2)CC1=O,8.395329835,5.483106002,6.311757269,8.395329835
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4ccc(F)c(-c5c(Cl)ccc(-c6ccnc(Cl)c6)c5Cl)c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.645137988,5.648365737,6.351039948,8.645137988
CCC=Cc1cccc(Br)c1,5.616592225,4.699919623,5.504728261,5.616592225
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(-c5ccnc(Cl)c5)c(-c5cc(Cl)ccc5F)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.782276898,5.770586052,6.233112164,8.782276898
C=CC1(C)CC(N2CCC3(CCCN(c4nc(=O)c5cnn(-c6cc(-c7csc8ccccc78)c(CCCCCCC)cc6F)c5[nH]4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.64853889,5.204468075,6.31464133,8.64853889
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(F)c(CC)cc4C(C)CC)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.990197416,5.173004897,6.296765818,8.990197416
C=CC1(C)CC(CN=c2[nH]cnc3c(-c4cc(F)c(C(C)(C)CC)cc4CCCCCCCN4CCC5(CCCNC5)C4)cccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.815986929,5.228637064,6.228272099,8.815986929
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(F)c(-c5ccnc(Cl)c5)cc4-c4cn(C)c(=O)c5[nH]ccc45)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.579605701,6.096316931,6.169218838,8.579605701
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(F)c(-c5ccc6ccccc6c5)cc4-c4ccnc(Cl)c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.684058341,5.878026639,6.252765559,8.684058341
C=CC1(C)CC(N2CCCC3(CCN(C(N4CC5C(C4CCCCCCC)C5(C)C)C(Cl)(Cl)Cl)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.141603007,5.048858859,6.039091365,8.141603007
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(F)c(-n5ccc6ccccc65)cc4-c4ccnc(Cl)c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.718221073,5.737809522,6.17840705,8.718221073
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCC4CCN4c4cc(F)ccc4-c4csc5ccccc45)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.809283787,5.30433824,6.175811215,8.809283787
C=CC1(C)CC(N2CCCC3(CCN(c4cc(-c5cc(-c6ccnc(Cl)c6)c(CCCCCCC)cc5F)oc4C)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.603244382,5.663821707,6.042983798,8.603244382
C=CC1(C)CC(N2CCCC3(CCN(C(C=O)CCCCN4CCCCC4CCCCCCC)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.251332146,4.808623186,5.816790457,8.251332146
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(-c5ccc([N+](=O)[O-])cc5)c(F)cc4-c4ccnc(Cl)c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.858534336,5.825223223,6.118076443,8.858534336
C=CC1(C)CC(c2cc(-c3c[nH]c(=O)[nH]c3=O)c(F)cc2-c2ccc3ncc(CCCCCCCN4CCCC5(CCNC5)C4)nc3c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.022571063,5.069948047,6.05778367,8.022571063
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4ccc5c(c4)CCCN5CC(=O)N=c4[nH]ccs4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.057623283,4.948771017,6.339067237,8.057623283
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(-c5csc(=NC(C)=O)[nH]5)c(F)cc4-c4ccnc(Cl)c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.677064472,5.786227206,6.196292291,8.677064472
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(C5SCC6NC(=O)NC65)c(F)cc4-c4csc5ccccc45)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.764467059,5.133333531,6.231969442,8.764467059
C=CC1(C)CC(c2cc(F)c(-c3cccnn3)cc2-c2c(C)nn(CCCCCCCN3CCCC4(CCNC4)C3)c2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.83630039,5.199504868,6.156147198,8.83630039
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4ccc(F)c(N5CCN(C(=O)CCCCC)C(=O)C5=O)c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.109278576,5.466942403,6.388281626,8.109278576
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(F)c(-c5c[nH]c6ccc([SH](=O)=O)cc6c5=O)cc4-n4ccnc4[N+](=O)[O-])C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.068410834,5.860608078,6.141923964,8.068410834
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(F)c(-c5ccnc(Cl)c5)cc4C(C)CC)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.975673024,5.910604851,6.257008818,8.975673024
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(-c5csc6ccccc56)c(F)cc4N4CCOCC4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.577029473,5.20209444,6.032168874,8.577029473
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(C(C)O)c(-c5ccnc(Cl)c5)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.911161689,5.877046889,6.116624994,8.911161689
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(F)c(-c5ccnc(Cl)c5)cc4-c4ccc5cc[nH]c5c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.875821915,5.82027016,6.217119322,8.875821915
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(-n5c(=O)[nH]c6ccccc6c5=O)c(F)cc4-c4ccnc(Cl)c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.625396098,5.534572675,6.203764355,8.625396098
C=CC1(C)CC(N2CCCC3(CCN(c4cc(CCCCCCC)c(F)cc4-c4cnc(-c5ccnc(Cl)c5)nc4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.660233295,5.729534572,6.377322908,8.660233295
C=CC1(C)CC(c2cc(F)c(Cc3ccnc(Cl)c3)cc2-n2nc(C)cc2N2CCCC3(CCNC3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.172058068,5.680349556,6.568059244,8.172058068
C=CC1(C)CC(N2CCCC3(CCN(c4cc(F)ccc4-c4ccc5c(c4)c(=O)c(CCCCCCC)cn5CCCCCC)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.507168464,5.809479142,5.952773119,8.507168464
C=CC1(C)CC(N2CCCC3(CCN(CC(O)CC(C=O)Cc4cc(C(C)CC)c(CCCCCCC)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.519606023,5.147377806,6.192848119,8.519606023
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(F)c(NC=O)cc4-c4csc5ccccc45)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.62301387,5.276584195,6.126973218,8.62301387
C=CC1(C)CC(N2CCC3(CCCN(CC(O)c4cc(CCCCCCC)c(F)cc4-c4ccnc(Cl)c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.766834603,5.854752092,6.245584983,8.766834603
C=CC1(C)CC(c2cc(C3C(=O)N(CCCCCCC)CC(=O)N3C(=O)CCCCCN3CCC4(CCCNC4)C3)ccc2F)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,7.686279888,5.56054789,6.438281928,7.686279888
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(-c5ccnc(Cl)c5)c(F)cc4N4C(=O)CSC4=S)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.43027961,5.896652279,6.208332407,8.43027961
C=CC1(C)CC(N2CCC3(CCCN(CCCCCCCc4cc(-c5ccc(Br)cc5F)c(-c5ccnc(Cl)c5)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.824544161,5.732416687,6.377511253,8.824544161
C=CC1(C)CC(N2CCC3(CCCN(c4cc(-c5ccn6cc(CCCCCCC)nc6c5)c(-c5ccnc(Cl)c5)cc4F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.833110106,5.982426207,6.254383487,8.833110106
C=CC1(C)CC(N2CCCC3(CCN(CCCCCCCc4cc(-c5ccnc(Cl)c5)c(F)cc4C(C)(O)C(F)(F)F)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.76103337,5.756363753,6.115235392,8.76103337
C=CC1(C)CC(N2CCC3(CCCN(S(=O)(=O)c4cccc(-c5cc(CCCCCCC)c(F)cc5-c5ccnc(Cl)c5)c4)C3)C2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8.31439099,5.752221878,6.439103469,8.31439099
