SMILES,trg(MW),trg(LogP),trg(QED),trg(TPSA),trg(HBA),trg(HBD),trg(DRD2),gen(MW),gen(LogP),gen(QED),gen(TPSA),gen(HBA),gen(HBD),gen(DRD2),reward
CN(C)C1OC(c2c[nH]c(-c3nnc(C4OC(N5CC(O)C(O)C(O)C5N5CC(O)C(O)C(O)C5C5CNC5)C(O)C(O)C4O)n3NC(=O)c3cc(S(C)(=O)=O)ccc3C3OC(C(=O)[O-])C(O)C(O)C3O)c2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1131.114,-11.4344,0.080060785,502.76,29,18,0.309805935,1.882542623
O=C(Nn1c(-c2ccc[nH]2)nnc1C1OC(C(=O)[O-])C(O)C(O)C1O)c1nnc(C2OC(c3noc4cc(F)ccc34)C(O)C(O)C2O)n1NC(=O)C1OC(N2CC(O)C(O)C(O)C2C(O)O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1038.842,-10.348,0.054627907,515.72,28,17,0.103211006,8.468740082
O=C(Nn1c(C2OC(N3CC(O)C(O)C(O)C3C(O)O)C(O)C(O)C2O)nnc1C1OC(N2CC(O)C(O)C(O)C2N2CC(O)C(O)C(O)C2C(=O)[O-])C(O)C(O)C1O)c1cncc2ccccc12,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,985.887,-12.5108,0.088528174,484.92,28,18,0.028792832,4.459712407
CN(C)C1OC(c2nnc(C(Cl)CC3OCC(O)C(O)C3O)n2NC(=O)c2nnc(C3OC(C(O)O)C(O)C(O)C3O)n2NC(=O)c2cnn(C3OC(C(O)O)C(O)C(O)C3O)c2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1014.309,-10.8488,0.055827433,501.28,28,18,0.009721443,10.01853739
CN(C)C1C(O)C(O)C(O)CN1C1OC(c2nnc(C3(C4OC(C(O)O)C(O)C(O)C4O)CN(CC(=O)NN)C3)n2NC(=O)c2nc(C3OC(N4CCCc5ccccc54)C(O)C(O)C3O)co2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1054.034,-9.9469,0.034655454,464.83,28,17,0.131395837,5.610243523
CN(C)C1C(O)C(O)C(O)CN1C1OC(C23CC2C(C(=O)Nn2c(-c4nc5ccc(C6C(O)C(O)C7(C8OC(C(=O)[O-])C(O)C(O)C8O)CC67)cc5o4)nnc2C2OC(C4CNC4)C(O)C(O)C2O)C(O)C3O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1122.081,-11.2248,0.084760512,495.85,29,18,0.065329541,2.071071346
CN(C)CCCC(C1OC(c2nnc(-c3ccc4[nH]ncc4c3)n2NC(=O)C2OC(N3CC(O)C(O)C(O)C3C(=O)[O-])C(O)C(O)C2O)C(O)C(O)C1O)C1OC(N2CC(O)C(O)C(O)C2C2CNC2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1084.08,-11.5096,0.071264024,481.51,28,18,0.094185688,3.270690576
CC(=Cc1ccc(C2OC(N(C)C)C(O)C(O)C2O)cc1C(=O)Nn1c(C2OC(C(=O)[O-])C(O)C(O)C2N)nnc1C1OC(N2CC(O)C(O)C(O)C2N2CC(O)C(O)C(O)C2C2CNC2)C(O)C(O)C1O)C(=O)O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1071.037,-11.3787,0.087776416,495.92,29,18,0.175167953,4.028051567
O=C(Nn1c(-c2nnc(C3OC(C4CNC4)C(O)C(O)C3O)n2NC(=O)C2OC(C(=O)[O-])C(O)C(O)C2O)nnc1C1CCC(C2CNCCO2)C1)c1ccc(C2OC(N3CC(O)C(O)C(O)C3C(O)O)C(O)C(O)C2O)c(O)c1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1139.072,-11.532,0.070678208,527.42,30,19,0.259516885,1.759220007
Cc1cccnc1-c1nnc(C2OC(N3CC(O)C(O)C(O)C3C3CNC3)C(O)C(O)C2O)n1NC(=O)c1cn[nH]c1C1OC(N2CC(O)C(O)C(O)C2N2CC(O)C(O)C(O)C2C(=O)[O-])C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1024.972,-12.05678,0.08964263,485.17,28,18,0.115178872,14.6773888
NC(=S)NC1C(O)C(O)C(O)CN1C1C(O)C(O)C(O)CN1C1OC(c2nnc(-c3ccc4nc(C5OC(C(=O)[O-])C(O)C(O)C5O)ccc4c3)n2NC(=O)C2OC(C3CNC3)C(O)C(O)C2O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1070.034,-12.3325,0.083843768,500.53,30,19,0.025280859,4.148254814
CC(C(=O)O)c1nnc(-c2nnc(C3OC(N(C)C)C(O)C(O)C3O)n2NC(=O)C2OC(N3CC(O)C(O)C(O)C3C(O)O)C(O)C(O)C2O)n1NC(=O)C1(C2OC(C3CNC3)C(O)C(O)C2O)CC1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1005.946,-11.3585,0.082858673,486.34,28,18,0.043818615,7.546852958
Cn1c(=O)cc(-c2nnc(C3OC(N4CC(O)C(O)C(O)C4C4CNC4)C(O)C(O)C3O)n2NC(=O)c2[nH]ncc2C2OC(N3CC(O)C(O)C(O)C3N3CC(O)C(O)C(O)C3C(=O)[O-])C(O)C(O)C2O)c2ccccc21,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1091.031,-11.9083,0.070103654,494.28,28,18,0.053523749,2.963371069
NC1C(c2c[nH]c(C(=O)Nn3c(C4OC(N5CC(O)C(O)C(O)C5C(=O)[O-])C(O)C(O)C4O)nnc3N3Cc4ccncc4C3)c2)OC(N2CC(O)C(O)C(O)C2N2CC(O)C(O)C(O)C2C2CNC2)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1050.026,-11.9406,0.089633653,481.31,28,18,0.124650269,6.664384503
CN(C)C1OC(c2cc(C(=O)Nn3c(-c4[nH]ncc4C4OC(N5CC(O)C(O)C(O)C5C5CNC5)C(O)C(O)C4O)nnc3C3OC(N4CC(O)C(O)C(O)C4C(=O)[O-])C(O)C(O)C3O)c(Cl)cn2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1089.443,-11.3945,0.084764378,494.4,29,18,0.121839609,3.01961023
CN(C)C(C=O)Cc1nnc(-c2nnc(-n3cc(C4OC(C5CNC5)C(O)C(O)C4O)cn3)n2NC(=O)C2OC(NC(N)=S)C(O)C(O)C2O)n1NC(=O)C1OC(N2CC(O)C(O)C(O)C2C2CNC2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1099.108,-12.2892,0.049625412,493.55,30,18,0.051105088,2.665534571
O=C(C(=O)C1OC(C2CNC2)C(O)C(O)C1O)c1nnc(-c2cc(C3OC(C(O)O)C(O)C(O)C3O)c([N+](=O)[O-])cc2C2OC(C3CNC3)C(O)C(O)C2O)n1NC(=O)C1OCC(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,973.852,-10.1985,0.030865875,481.29,27,17,0.007581064,3.494725282
NC(=S)NC1C(O)C(O)C(O)CN1C1OC(c2nc(C3OC(C4CNC4)C(O)C(O)C3O)n(-c3nnc(CC4=NC(=O)NC4=O)n3NC(=O)C3OC(C4CNC4)C(O)C(O)C3O)n2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1000.959,-11.9886,0.092955855,484.85,28,18,0.014695684,6.497937308
Cn1nc(C(=O)Nn2c(C(=O)Nn3c(C4OC(C5CNC5)C(O)C(O)C4O)nnc3C3OC(N4CC(O)C(O)C(O)C4NC(N)=S)C(O)C(O)C3O)nnc2C2OC(C3CNC3)C(O)C(O)C2O)ccc1=O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1042.012,-11.7472,0.079303601,490.31,29,18,0.012626515,9.309297538
CN(C)C1OC(C(=O)Nn2c(-c3c(C4OCC(O)C(O)C4O)c(C4OC(N5CC(O)C(O)C(O)C5C(O)O)C(O)C(O)C4O)nc4ccccc34)nnc2C2OC(C(=O)[O-])C(O)C(O)C2N)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1029.94,-12.1168,0.0838551,505.93,29,18,0.02121946,54.56557551
Cc1[nH]c(C2OC(N3CC(O)C(O)C(O)C3C(=O)[O-])C(O)C(O)C2O)nc(=O)c1-c1cccc(C(=O)Nn2c(C3OC(C4CNC4)C(O)C(O)C3O)nnc2C2OC(N3CC(O)C(O)C(O)C3N(C)C)C(O)C(O)C2O)c1F,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1114.037,-11.63518,0.084761148,498.58,29,18,0.060178098,2.247336553
O=C(Nn1c(C2OCC(O)C(O)C2O)nnc1C1OC(C2CNC2)C(O)C(O)C1O)c1nnc(C2C3CCC(O3)C2n2cc(C3OC(C(O)O)C(O)C(O)C3O)cn2)n1NC(=O)C1OC(C2CNC2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1069.005,-10.795,0.074901447,490.87,28,18,0.028385441,4.239652875
Cn1c(=O)n(C2OCC(O)C(O)C2O)c(=O)c2c1nc(-n1nc(C3OC(C4CNC4)C(O)C(O)C3O)nc1C1OC(C(O)O)C(O)C(O)C1O)n2-c1nnc(C2OC(C3CNC3)C(O)C(O)C2O)n1NC(=O)C1CCCCO1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1112.03,-11.3739,0.062020878,505.77,29,17,0.018993288,2.29064006
CN(C)C(CC1OC(N2CC(O)C(O)C(O)C2N(C)C)C(O)C(O)C1O)C(=O)C1OC(c2nnc(-c3ccc(N=c4[nH]c(C5OC(C(=O)[O-])C(O)C(O)C5O)cs4)cc3)n2NC(=O)C2OC(C3CNC3)C(O)C(O)C2O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1186.194,-11.5152,0.067177624,507.28,29,18,0.062127255,1.276802643
CC(=NNC(=O)c1nnc(C2OC(C(=O)[O-])C(O)C(O)C2O)n1NC(=O)C12CC1C(C1OC(N3CC(O)C(O)C(O)C3NC(N)=S)C(O)C(O)C1O)C(O)C2O)c1ccc(C2OC(N(C)C)C(O)C(O)C2O)cc1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1072.05,-11.4605,0.053305013,496.84,28,18,0.03152357,4.014441241
CN(C)C1OC(c2nnc(C3OC(C4CCCCNC4=O)C(O)C(O)C3O)n2NC(=O)C2(C(=O)Nn3c(C4OCC(O)C(O)C4O)nnc3C3OC(C(O)O)C(O)C(O)C3O)CN(CCCO)C2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1064.026,-11.1377,0.061692146,495.57,28,18,0.060175577,4.6999044
CN(C)C1C(O)C(O)C(O)CN1C1OC(c2nc(=O)c(O)c(-c3nnc(-c4ccc(C5OC(C(=O)[O-])C(O)C(O)C5O)cc4)n3NC(=O)C3OC(C(O)O)C(O)C(O)C3O)[nH]2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,957.833,-11.3295,0.08390493,483.31,27,17,0.005081729,2.794097451
CN(C)C1C(O)C(O)C(O)CN1C1C(O)C(O)C(O)CN1C1C2CCCN3CCCC(CN1c1nnc(-c4cc(C5OC(C(O)O)C(O)C(O)C5O)c[nH]4)n1NC(=O)c1c(O)[nH]c(C4OC(C(=O)[O-])C(O)C(O)C4O)nc1=O)C23,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1124.105,-10.8011,0.079290154,499.59,29,18,0.140521984,2.024738922
N#CC1CC(C2C(O)C(O)C(O)CN2C2OC(n3c(-c4nnc(C5OC(C6CNC6)C(O)C(O)C5O)n4NC(=O)C4OC(N5CC(O)C(O)C(O)C5C(=O)[O-])C(O)C(O)C4O)nc4cc(Cl)c(Cl)cc43)C(O)C(O)C2O)CCC1C(O)O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1206.974,-10.69062,0.079286176,531.66,30,19,0.05055818,1.133307784
CN(C)CCC(c1nnc(C(=O)Nn2c(C3OCC(O)C(O)C3O)nnc2C2OC(N(C)C)C(O)C(O)C2O)n1NC(=O)c1cnn(C2OC(C(O)O)C(O)C(O)C2O)c1)C1OC(C(O)O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1036.96,-11.4835,0.062856881,504.52,29,18,0.026310212,11.26786197
CN(C)C1OC(c2nnc(-c3nnc(CCC#N)n3NC(=O)C3OC(C(O)O)C(O)C(O)C3O)n2NC(=O)C2OC(N3CC(O)C(O)C(O)C3NC(N)=S)C(O)C(O)C2O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,965.91,-12.29932,0.069353684,498.85,29,18,0.007135341,3.152518578
CN(C)C1OC(c2nnc(-c3nnc(C(=O)N=c4ccc(Cl)c[nH]4)n3NC(=O)C3OC(NC(N)=S)C(O)C(O)C3O)n2NC(=O)C2OC(N3CC(O)C(O)C(O)C3C3CNC3)C(O)C(O)C2O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1076.457,-11.1242,0.079295895,491.85,28,18,0.049653279,3.70293734
CN(C)C1OC(C(=O)Nn2c(-c3cn4c(-c5c[nH]c(C6OC(N7CC(O)C(O)C(O)C7N7CC(O)C(O)C(O)C7C(=O)[O-])C(O)C(O)C6O)c5)cnc4cn3)nnc2C2OC(C3CNC3)C(O)C(O)C2O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1094.035,-12.1145,0.06630135,498.81,29,18,0.148383853,2.832033127
CN(C)C1OC(n2cc(C(CC3OC(C(O)O)C(O)C(O)C3O)c3nnc(C(=O)Nn4c(C5CCCCN5)nnc4C4OC(C(O)O)C(O)C(O)C4O)n3NC(=O)C3OCC(O)C(O)C3O)cn2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1062.998,-11.1685,0.066667897,513.31,29,19,0.046707226,4.748808893
CN(C)CCC1OC(c2cc(-c3nnc(C4OC(c5ccc(Cl)c([N+](=O)[O-])c5)C(O)C(O)C4O)n3NC(=O)c3nnc(C4OCC(O)C(O)C4O)n3NC(=O)C3OC(C(O)O)C(O)C(O)C3O)n(C)c2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1102.418,-7.4249,0.03168008,491.07,27,16,0.020735222,2.460162706
CN(C)C1OC(c2nnc(C(=O)Nn3c(C4CC(n5cc(C6OCC(O)C(O)C6O)cn5)C4)nnc3C3OC(C(O)O)C(O)C(O)C3O)n2NC(=O)C2OC(C(O)O)C(O)C(O)C2O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1005.902,-11.1714,0.07492083,501.28,28,18,0.014675395,7.454189123
CN(C)C(=O)N=c1cc(-c2nnc(C3OC(N4CC(O)C(O)C(O)C4NC(N)=S)C(O)C(O)C3O)n2NC(=O)c2nc(C3OC(C4CNC4)C(O)C(O)C3O)nn2C2OC(C3CNC3)C(O)C(O)C2O)o[nH]1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1044.028,-10.5969,0.083851083,487.92,28,18,0.023609382,8.109024431
Cc1cc(-c2nnc(C3OC(C)CC(C4OC(N5CC(O)C(O)C(O)C5C(=O)[O-])C(O)C(O)C4O)C3O)n2NC(=O)c2cc(C3OC(C(O)C(O)CO)C(O)C(O)C3O)c3ncccc3c2)n(C2OC(C3CNC3)C(O)C(O)C2O)n1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1149.107,-10.03028,0.059098663,506.52,29,18,0.156974137,1.634074597
CC(C(=O)O)c1nnc(C2COCCO2)n1NC(=O)c1nnc(C2OC(C(O)C(O)CO)C(O)C(O)C2O)n1NC(=O)C1OC(c2cc(C3OCC(O)C(O)C3O)ccc2Cl)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,977.287,-7.1335,0.075650921,445.83,25,15,0.025297167,3.272641301
O=C(Nn1c(C2OC(C(O)O)C(O)C(O)C2O)nnc1C1OC(C(O)C(O)CO)C(O)C(O)C1O)C1CCCC(C2OC(c3cnc4ccc(-c5coc(O)c5C5OC(C(=O)[O-])C(O)C(O)C5O)cc4n3)C(O)C(O)C2O)C1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1111.994,-9.3713,0.055287698,539.92,30,19,0.018952217,2.257357142
CN(C)C1OC(C(Cl)Cc2nnc(C3OC(C(O)O)C(O)C(O)C3O)n2NC(=O)c2nnc(-c3nnc(C4OCC(O)C(O)C4O)n3NC(=O)C3OC(C(O)O)C(O)C(O)C3O)s2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1032.349,-11.4907,0.055822195,509.24,29,18,0.006649923,13.75079685
Cc1cc(C(=O)Nn2c(C3OC(NC(N)=S)C(N)C(O)C3O)nnc2C2OC(N3CC(O)C(O)C(O)C3C(=O)[O-])C(N)C(O)C2O)cc(C2OC(N3CC(O)C(O)C(O)C3N(C)C)C(O)C(O)C2O)c1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1019.034,-12.02048,0.098275325,490.43,29,18,0.006860457,14.52644173
CN(C)C1OC(C(CCCN2CC(O)C(O)C(O)C2C2CNC2)c2nnc(-c3ccc4c(c3)ncn4C3OC(C4CNC4)C(O)C(O)C3O)n2NC(=O)C2OC(N3CC(O)C(O)C(O)C3C(=O)[O-])C(O)C(O)C2O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1139.16,-11.8919,0.067179523,482.68,29,18,0.080392409,1.777749406
NC1C(c2csc(=NC(=O)N3CC(O)C(O)C(O)C3N3CC(O)C(O)C(O)C3N3C(=O)NC(=O)C(=CCC=Cc4ccccn4)C3=O)[nH]2)OC(c2nnc(C3OC(N4CC(O)C(O)C(O)C4C(=O)[O-])C(O)C(O)C3O)n2NC(=O)c2ccc(Cl)cc2F)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1321.638,-9.3245,0.046256529,561.95,29,18,0.139937671,0.703666992
CCCS(=O)(=O)N1CC(C(=O)Nn2c(C3OCC(O)C(O)C3O)nnc2C2OC(NC(N)=S)C(O)C(O)C2O)(c2nnc(C3OC(C4CNC4)C(O)C(O)C3O)n2NC(=O)C2OC(C3CNC3)C(O)C(O)C2O)C1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1096.122,-11.718,0.078122696,498.79,29,18,0.018865643,2.77170004
CN(C)C1OC(C(=O)Nn2c(C(=O)Nn3c(C4OC(C(O)O)C(O)C(O)C4O)nnc3C3OC(C4CNC4)C(O)C(O)C3O)nnc2C2(C3OCC(O)C(O)C3O)CN(C(C)(C)C(=O)O)C2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1035.972,-11.8338,0.082845595,495.57,29,18,0.044017946,12.26763161
CN(C)C1OC(c2nnc(C3OC(N4CC(O)C(O)C(O)C4C(O)O)C(O)C(O)C3O)n2NC(=O)c2nnc(CC(C)(C)O)n2NC(=O)c2cnn(C3OC(C4CNC4)C(O)C(O)C3O)c2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1031.988,-11.0538,0.070694693,487.09,28,18,0.05868752,13.48994458
CN(C)C1OC(C(=O)Nn2c(-c3nnc(C4OC(N5CC(O)C(O)C(O)C5C(O)O)C(O)C(O)C4O)n3NC(=O)c3cc[n+](C)cc3)nnc2C2OC(NC(N)=S)C(O)C(O)C2O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1004.967,-11.9447,0.048168713,478.94,28,18,0.015338476,7.382755675
CN(C)C1C(O)C(O)C(O)CN1C1OC(c2nnc(C3OC(N4CC(O)C(O)C(O)C4NC(N)=S)C(O)C(O)C3N)n2NC(=O)c2cc(Cl)c(C3OC(C(=O)[O-])C(O)C(O)C3O)cc2F)C(O)C(O)C1N,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1057.442,-11.5364,0.098260345,490.43,29,18,0.043657723,5.552547994
Cc1ccc(C)c(S(=O)(=O)N2CCC(C3OC(c4nnc(C5OC(N6CC(O)C(O)C(O)C6N6CC(O)C(O)C(O)C6C(=O)[O-])C(N)C(O)C5O)n4NC(=O)c4ccc5c[nH]nc5c4)C(O)C(O)C3O)CC2N2CC(O)C(O)C(O)C2C2CNC2)c1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1234.286,-10.22126,0.062620533,515.45,29,18,0.125535555,0.990326409
O=C(Cc1nnc(C2COCCO2)n1NC(=O)C1OC(N2CC(O)C(O)C(O)C2C2CNC2)C(O)C(O)C1O)N=c1[nH]c(-c2nnc(C3OC(C4CNC4)C(O)C(O)C3O)n2NC(=O)C2OC(C3CNC3)C(O)C(O)C2O)cs1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1141.141,-11.5703,0.075554443,493.08,28,18,0.031503494,1.748527535
O=C(Nn1c(C(O)C=Cc2cccc([N+](=O)[O-])c2)nnc1C12CC1C(C1OC(c3cccc4cnccc34)C(O)C(O)C1O)C(O)C2O)C1OC(N2CC(O)C(O)C(O)C2N2CC(O)C(O)C(O)C2C(=O)[O-])C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1098.018,-8.5677,0.046264737,484.36,27,16,0.041624172,2.619101875
O=C(Nn1c(C2OCC(O)C(O)C2O)nnc1C1(C2OC(C(O)O)C(O)C(O)C2O)CN(S(=O)(=O)c2ccc(Cl)c(Cl)c2)C1)c1nnc(C2OC(C(O)O)C(O)C(O)C2O)n1NC(=O)C1OCC(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1106.811,-10.7977,0.074896073,517.6,28,18,0.005221538,2.420628826
NC(=S)NC1C(O)C(O)C(O)CN1C1OC(c2nnc(-c3ccc4ncsc4c3)n2NC(=O)C2OC(N3CC(O)C(O)C(O)C3N3CC(O)C(O)C(O)C3C(=O)[O-])C(O)C(O)C2O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1019.999,-12.2886,0.08850755,482.51,29,18,0.017675554,52.20517554
CC(N1CC(C(=O)Nn2c(C3OCC(O)C(O)C3O)nnc2C2OC(N(C)C)C(O)C(O)C2O)(c2nnc(C3OC(C(O)O)C(O)C(O)C3O)n2NC(=O)C2OC(C(O)O)C(O)C(O)C2O)C1)C(C)(C)C,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1024.989,-11.1122,0.087790613,486.7,28,18,0.016891117,54.51577929
