SMILES,trg(MW),trg(LogP),trg(QED),trg(TPSA),trg(HBA),trg(HBD),trg(DRD2),gen(MW),gen(LogP),gen(QED),gen(TPSA),gen(HBA),gen(HBD),gen(DRD2),reward
CC(C)CCC1C(=O)NCCN1C(=O)N=c1[nH]nc(-c2cccc3c(C4OC(c5c(-n6cnc7c(=N)[nH]cnc76)sc(N)c5C5CNC5)C(O)C4C4OC(c5n[nH]c(=NC(=O)N6CCNC(=O)C6)s5)C(NC(=N)NS(=O)(=O)C(F)(F)F)C4O)cc(-c4cc[nH]c(=N)n4)nc23)s1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1389.486,0.54521,0.055333925,495.69,19,15,0.189090048,5.077558628
N=c1ccc(C2OC(C3C(c4n[nH]n(C5C(c6c(-c7n[nH]c(=NC(=O)N8CC8)s7)sc(N)c6-c6n[nH]c(=NC(=O)NC7=NCCN7)s6)OC(C6C(c7cc(-c8cccc(F)n8)c8cccc(-n9cnc%10c(=N)[nH]cnc%109)c8n7)OC(C7CNC(=O)C7)C6O)C5O)c4=N)OC(C4CNC(=O)C4)C3O)C(F)C2O)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1535.594,-0.07069,0.053051477,550.94,21,17,0.289234079,1.755300422
CC(CC1(C2CC3CCC(C2)N3C)NC(=O)NC1=O)C1OC(C2C(c3cccc4c(C5CNC5)cc(-n5cnc6c(=N)[nH]cnc65)nc34)OC(c3n[nH]c(=NC(=O)N4CCn5cc(-c6nc(=N)[nH][nH]6)nc5C4)s3)C2O)C(O)C1C1OC(c2cc3c(=O)[nH]ccc3[nH]2)C(c2n[nH]c(=NC(=O)N3CCNC(=O)C3)s2)C1O,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1526.659,-0.11876,0.066924506,531.68,21,16,0.246398418,1.899021991
N=c1ccc(C2OC(C3C(c4cc5[nH]c(-c6n[nH]c(=NC(=O)N7CCNC(=O)C7)s6)nc(=N)c5cc4C4CC(O)C(C5CNC(=O)C5)O4)OC(c4nc(C5C(c6n[nH]c(=NC(=O)N7CCNC(=O)C7)s6)OC(CO)C5O)cc5c4[nH]c4ccccc45)C3O)C(c3n[nH]c(=NC(=O)N4CC4)s3)C2O)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1479.572,-0.88006,0.069929043,530.04,20,16,0.211024107,3.278206523
Cc1nc2cc(C3(c4cc(C5OC(C6C(c7ccc(=N)[nH]c7)OC(SC(=N)N)C6O)C(c6n[nH]c(=NC(=O)N7CCNC(=O)C7)s6)C5O)c5cccc(-c6nc(=N)[nH][nH]6)c5n4)CC(=O)C(c4n[nH]c(=NC(=O)N5CCNC(=O)C5C5CNC5)s4)C(=O)O3)ccc2[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1297.397,-0.68367,0.034890678,494.62,19,15,0.203107541,1.617264601
Cc1cc(C)c(-c2c(N)sc(C3OC(C4C(c5ccc(=N)[nH]c5)OC(C5C(c6n[nH]c(=NC(=O)N7CC7)s6)OC(c6sc(N)c(-c7nc8c(c(=O)n(C)c(=O)n8C)n7C)c6-c6n[nH]c(=NC(=O)N7CCNC(=O)C7c7sc(=NC(=O)N8CCCC8C8CNC8)[nH]c7C)s6)C5O)C4O)C(O)C(O)C3O)c2-c2ccc(=N)[nH]c2)c(=O)[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1655.882,0.4779,0.073964411,566.9,21,17,0.174230304,0.882592549
N=c1ccc(C2OC(c3c(C4OC(c5n[nH]c(=NC(=O)N6CC6)s5)C(c5c(-c6n[nH]c(=NC(=O)N7CCNC(=O)C7)s6)c(O)c(O)n5CS)C4O)nc4ccccc4c3C3OC(c4n[nH]c(=NC(=O)NC5=NCCN5)s4)C(c4n[nH]c(=NC(=O)N5CCNC(=O)C5)s4)C3O)C(O)C2F)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1469.559,-0.81523,0.058770391,522.85,20,16,0.052876354,3.810480261
CSCCCC(C)N1CCC(c2nc(C3OC(c4c(-c5n[nH]c(=NC(=O)N6CCNC(=O)C6)s5)nc(CN)[nH]c4=O)C(c4cc[nH]c(=N)n4)C3O)[nH]c(=O)c2-c2ccc(=N)[nH]c2)(C2OC(c3c(-c4c[nH]c(O)c4)nc(-c4n[nH]c(=NC(=O)N5CCNC(=O)C5)s4)[nH]c3=O)C(F)C2O)CC1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1419.54,-0.75706,0.05289246,534.52,21,16,0.144744081,14.58292847
N=c1ccc(-c2nnc3sc(C4C(O)C(c5ccc(=N)[nH]c5)OC4C4C(c5n[nH]c(=NC(=O)N6CCNC(=O)C6C6CNC6)s5)OC(C5C(c6ccc7[nH]ccc7c6)OC(c6nc(-c7n[nH]c(=NC(=O)N8CCNC(=O)C8)s7)c(-n7cnc8c(=N)[nH]cnc87)c(=O)[nH]6)C5O)C4O)nn23)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1416.484,-1.50509,0.070023738,535.56,20,16,0.153928756,50.8559738
N=c1ccc(-c2sc(N)c(-c3n[nH]c(=NC(=O)N4CCNC(=O)C4)s3)c2-c2sc(N)c(C3OC(c4nnnn4C4OC(N5CCC(c6n[nH]c(=NC(=O)N7CCNC(=O)C7)s6)NC(n6cnc7c(=N)[nH]cnc76)C5=O)C(c5ccc(=N)[nH]c5)C4O)C(O)C3F)c2C2CNC2)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1389.503,-1.43689,0.07052703,529.46,20,16,0.16082149,5.388576358
CC(CO)SC(CC1OC(C(CC(=O)NS(N)(=O)=O)c2nc(=N)[nH][nH]2)C(C2NC(c3cc(C(O)O)c(C4C(=O)N5C4SC(C)(C)C5c4nc(=N)[nH][nH]4)cc3F)CCN(C(=O)CCCC=C(C#N)c3nc4ccccc4[nH]3)C2=O)C1O)C(=O)C(N)=O,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1236.362,-1.03398,0.012944161,498.4,20,15,0.148975071,1.106697638
Cn1cccc1C1OC(c2ccc(C(=N)N)cc2F)C(O)C1C1OC(C2C(c3cc[nH]c(=N)n3)OC(c3c(-c4nc(-c5n[nH]c(=NC(=O)N6CCNC(=O)C6C6CNC6)s5)[nH]c(=O)c4-c4n[nH]c(=NC(=O)N5CCNC(=O)C5)s4)sc(N)c3-n3cnc4c(=N)[nH]cnc43)C2O)C(O)C1F,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1416.471,-1.27149,0.050072785,530.76,20,16,0.234268145,55.22652837
N#Cc1ccc2c(c1)CC(c1ccc(=N)[nH]c1)CN2C1OC(C2C(c3n[nH]c(=NC(=O)N4CCNC(=O)C4)s3)OC(C3C(O)C(c4ccc(=N)[nH]c4)OC3C(O)(C(=O)N3CC3)c3c(N)sc(C4CNC4)c3-n3cnc4c(=N)[nH]cnc43)C2O)C(c2n[nH]c(=NC(=O)N3CCNC(=O)C3)s2)C1O,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1435.567,-2.50011,0.056232846,524.3,20,16,0.270670604,9.917455248
CC(N1CCNC(=O)C1CS)C(O)(Cc1nc(-c2n[nH]c(=NC(=O)N3CC3)s2)c(-c2ccc(=N)[nH]c2)c(=O)[nH]1)C1OC(c2ccc(=N)[nH]c2)C(O)C1C1OC(c2n[nH]c(=NC(=O)N3CC3)s2)C(O)C1C1OC(n2cnc3c(=N)[nH]cnc32)C(O)C1c1cc(=O)oc2ccccc12,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1368.472,-1.01149,0.035223953,488.78,19,15,0.175594131,3.468959482
N=c1ccc(-c2c(-n3cnc4c(=N)[nH]cnc43)nc(C3OC(c4nc5c(C6OC(c7n[nH]c(=NC(=O)N8CCNC(=O)C8C8CNC8)s7)C(O)C6C6OC(c7n[nH]c(=NC(=O)N8CCNC(=O)C8)s7)C(F)C6O)cccn5c4C4OC(c5ccc(=N)[nH]c5)C(F)C4O)C(F)C3O)[nH]c2=O)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1433.404,-2.04459,0.066297786,523.45,20,16,0.108193055,10.44063752
Cc1cnc(C2OC(N3CCC(c4c(-c5n[nH]c(=NC(=O)N6CCNC(=O)C6C6CNC6)s5)nc(-c5ccc(=N)[nH]c5)[nH]c4=O)NC(c4ccc(=N)[nH]c4)C3=O)C(C3OC(c4c(N)sc(-n5cnc6c(=N)[nH]cnc65)c4-c4n[nH]c(=NC(=O)N5CCNC(=O)C5)s4)C(O)C3F)C2O)cn1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1410.496,-1.75007,0.068268335,531.37,20,16,0.213022565,11.55678753
N=c1ccc(C2OC(c3c(N)sc(C4CNC(=O)C4)c3-c3n[nH]c(=NC(=O)N4CC4)s3)C(c3c(O)cccc3C3C(O)C(C4CNC4)OC3C3C(c4n[nH]c(=NC(=O)N5CCNC(=O)C5)s4)OC(c4nc(-c5cc[nH]c(=N)n5)[nH]c(=O)c4-c4n[nH]c(=NC(=O)N5CC5)s4)C3O)C2O)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1428.553,-0.90876,0.065859306,526.37,20,16,0.231889599,14.35801641
N=c1ccc(C2OC(c3c(N)sc(-n4cnc5c(=N)[nH]cnc54)c3-c3n[nH]c(=NC(=O)N4CCNC(=O)C4)s3)C(C3OC(C4C(c5nc(-n6cnc7c(=N)[nH]cnc76)c(C6CNC6)c(=O)[nH]5)OC(c5n[nH]c(=NC(=O)N6CCNC(=O)C6)s5)C4O)C(O)C3c3cccs3)C2O)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1397.503,-1.61469,0.06922738,533.42,20,16,0.110742841,6.629032975
N=c1ccc(-c2c(-c3c(-c4n[nH]c(=NC(=O)N5CCNC(=O)C5)s4)nc(-c4n[nH]c(=NC(=O)N5CCNC(=O)C5C5CNC5)s4)[nH]c3=O)nc(C3OC(n4cnc5c(=N)[nH]cnc54)C(O)C3C3OC(c4ccc5c(-c6nc(=N)[nH][nH]6)cccc5c4)C(C4OC(c5coc6ccccc56)C(F)C4O)C3O)[nH]c2=O)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1521.526,0.24381,0.077901696,564.26,21,17,0.269237794,1.979250579
N=c1ccc(C2OC(c3cc(S(=O)(=O)NC4CCCc5c4cnn5-c4cc[nH]c(=N)n4)ccc3F)C(O)C2C2OC(c3c(N)sc(-c4n[nH]c(=NC(=O)N5CCNC(=O)C5)s4)c3-c3n[nH]c(=NC(=O)N4CCNC(=O)C4)s3)C(O)C2C2OC(c3n[nH]c(=NC(=O)NCC4CNC4)s3)C(F)C2O)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1515.647,-0.81036,0.063293799,533.63,20,16,0.186268578,2.109250468
N=c1ccc(C2OC(c3c(O)cc(-n4cnc5c(=N)[nH]cnc54)cc3-c3n[nH]c(=NC(=O)N4CCNC(=O)C4)s3)C(O)C2n2ncn(C3OC(c4n[nH]c(=NC(=O)N5CCNC(=O)C5)s4)C(C4OC(c5sc(N)c(-c6cc[nH]c(=N)n6)c5C5CNC5)C(O)C4F)C3O)c2=O)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1374.415,-2.05819,0.066211214,529.9,20,16,0.230164284,3.915681836
N=C1NC(C2C(O)C(c3c(N)sc(-c4cc(=O)[nH]c5ccccc45)c3C3CC(O)C(c4n[nH]c(=NC(=O)N5CC(N)CC(N)C5)s4)O3)OC2C2C(c3n[nH]c(=NC(=O)N4C(=O)CCC4c4ccc(=N)[nH]c4)s3)OC(c3n[nH]c(=NC(=O)N4CC5CC4CO5)s3)C2O)CO1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1351.507,0.65304,0.094342256,494.4,20,14,0.162128337,2.690743641
CC(CC1OC(c2c(-c3n[nH]c(=NC(=O)N4CCNC(=O)C4C4CNC4)s3)nc(-c3ccc(=N)[nH]c3)[nH]c2=O)C(O)C1F)C1OC(n2cnc3c(=N)[nH]cnc32)C(O)C1C1OC(c2sc(N)c(-n3cnc4c(=N)[nH]cnc43)c2-c2n[nH]c(=NC(=O)N3CCNC(=O)C3)s2)C(O)C1F,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1393.437,-2.04299,0.062632099,533.42,20,16,0.238366976,6.008698976
N=c1ccc(-c2c(N)sc(C3OC(N4CCC(C5CNC5)NC(c5cc[nH]c(=N)n5)C4=O)C(O)C3C3OC(c4nc(-c5n[nH]c(=NC(=O)N6CCNC(=O)C6)s5)c(-c5n[nH]c(=NC(=O)N6CCNC(=O)C6)s5)c(=O)[nH]4)C(O)C3c3ccc(Cl)cn3)c2-n2cnc3c(=N)[nH]cnc32)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1412.924,-1.70069,0.068614718,531.37,20,16,0.218034557,13.29167398
N=c1ccc(C2OC(n3c(C4OC(c5n[nH]c(=NC(=O)N6CCNC(=O)C6)s5)C(c5nc(-n6cnc7c(=N)[nH]cnc76)c(CS)c(=O)[nH]5)C4O)c(-n4cnc5c(=N)[nH]cnc54)c4ccccc43)C(O)C2C2OC(c3n[nH]c(=NC(=O)N4CC4)s3)C(O)C2C2OC(C3CNC(=O)C3)C(O)C2F)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1454.501,-1.67289,0.048010811,529.53,20,16,0.132823178,5.30136608
CCC(CC)c1c(N)sc(C2NC(c3n[nH]c(=NC(=O)N4CCN(C)CC4)s3)CCN(C3OC(N4CCC(C5CCC(c6nc(=N)[nH][nH]6)C(C#N)C5)NC(c5n[nH]c(=NC(=O)N6CCNC(=O)C6C6CNC6)s5)C4=O)C(O)C3CCCCC(=O)NS(N)(=O)=O)C2=O)c1-c1nc(=N)[nH][nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1434.738,-1.36058,0.045056033,536.92,20,16,0.238361914,10.45950968
N=c1ccc(C2OC(C3C(O)C(c4n[nH]c(=NC(=O)N5CCNC(=O)C5C5CNC5)s4)OC3C3C(CCCCCCCCN4CC4)OC(c4n[nH]c(=NC(=O)N5CC5)s4)C3O)C(c3nc(-c4nsc5ccccc45)[nH]c(=O)c3-c3c(-c4nc(=N)[nH][nH]4)nc(-n4cnc5c(=N)[nH]cnc54)[nH]c3=O)C2O)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1490.651,0.15491,0.035675002,537.69,21,16,0.424663233,2.753681296
C=CCC1OC(c2n[nH]c(=NC(=O)N3CCNC(=O)C3C3CNC3)s2)C(C2OC(C(CC(=O)N3CC3)C3OC(c4c(-c5nc(-c6n[nH]c(=NC(=O)N7CC(N)C(c8cc[nH]c(=N)n8)C7)s6)[nH]c(=O)c5-c5ccc(=N)[nH]c5)sc(N)c4-n4cnc5c(=N)[nH]cnc54)C(O)C3F)C(F)C2O)C1O,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1434.53,-1.82959,0.039647532,532.6,20,16,0.240443792,10.67539142
N#Cc1c(-c2n[nH]c(=NC(=O)N3CCNC(=O)C3)s2)cc(C2OC(C3C(c4nc(=N)[nH][nH]4)OC(c4cc[nH]c(=N)n4)C3O)C(C3OC(c4nccc5c4[nH]c4ccccc45)C(c4n[nH]c(=NC(=O)N5CCNC(=O)C5)s4)C3O)C2O)nc1CC(C(=O)NC(=N)N)c1ccc(Cl)cc1O,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1393.848,-0.25611,0.055352098,554.69,20,17,0.146311834,5.75902516
O=C1C(=CC(O)=NO)CCCC1=Cc1cccc2ccccc12,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,307.349,4.2483,0.286388888,69.89,3,2,1.18E-05,-50
N=c1ccc(-c2c(-c3n[nH]c(=NC(=O)N4CCNC(=O)C4C4CNC4)s3)nc(-c3c(N)sc(-n4cnc5c(=N)[nH]cnc54)c3C3OC(C4C(c5cccnc5)OC(N5CCC(c6n[nH]c(=NC(=O)N7CCNC(=O)C7)s6)NC(c6cc[nH]c(=N)n6)C5=O)C4O)C(O)C3F)[nH]c2=O)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1396.469,-2.05849,0.066209278,531.37,20,16,0.178692969,6.550069336
N=c1nc(CCCCCn2nncc2C2OC(C3C(c4ccc5[nH]c(=NC(=O)N6C(=O)CNCC6C6CNC6)[nH]c5c4)OC(c4n[nH]c(=NC(=O)N5CCNC(=O)C5)s4)C3O)C(O)C(O)C2c2noc(-n3cnc4c(=N)[nH]cnc43)c2-c2ccc(-c3nc(=N)[nH][nH]3)cc2F)cc[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1348.378,-1.05069,0.054457977,522.92,20,16,0.212841255,2.648068743
CNC(=O)N=c1[nH]nc(C2CCN(C3CCN(C(=O)C(CO)NC4=NCCN4)C(=O)C(c4c(N)sc(C5CC(O)C(c6n[nH]c(=NC(=O)N7Cc8ccccc8C7=O)s6)O5)c4-n4cnc5c(=N)[nH]cnc54)N3)C(=O)C(c3c(-c4ccc(S(=O)(=O)N=c5[nH]ccs5)cc4C#N)sc(N)c3-c3ccc(=N)[nH]c3)N2)s1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1564.761,1.18742,0.072677498,564.53,22,16,0.242971892,1.412229949
N=c1ccc(-c2c(N)sc(-n3cnc4c(=N)[nH]cnc43)c2C2OC(c3n[nH]c(=NC(=O)N4CCC(N)CC4)s3)C(n3c(=O)n(C4OC(C5C(c6n[nH]c(=NC(=O)N7CCNC(=O)C7)s6)OC(C6CNC6)C5O)C(C5OC(c6ccc(=N)[nH]c6)C(F)C5O)C4O)c(=O)c4ccccc43)C2O)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1444.546,-1.43899,0.07051141,527.34,20,16,0.147658539,7.030904363
N=c1ccc(-c2nc(-c3nc(C4OC(c5scc(C6C(c7n[nH]c(=NC(=O)N8CCNC(=O)C8)s7)OC(n7cnc8c(=N)[nH]cnc87)C6O)c5C5OC(c6cc[nH]c(=N)n6)C(F)C5O)C(F)C4O)[nH]c(=O)c3C3CNC3)c(-c3n[nH]c(=NC(=O)N4CCNC(=O)C4)s3)c(=O)[nH]2)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1390.389,-1.92289,0.0670909,535.33,20,16,0.241616734,5.532554042
Cc1cc(C2OC(c3n[nH]c(=NC(=O)N4CCNC(=O)C4)s3)C(O)C2C2OC(c3ccc(=N)[nH]c3)C(O)C2F)c(C2OC(c3c(-c4nc(-c5cc[nH]c(=N)n5)c(-c5n[nH]c(=NC(=O)N6CCNC(=O)C6C6CNC6)s5)c(=O)[nH]4)nc(-n4cnc5c(=N)[nH]cnc54)[nH]c3=O)C(O)C2F)cc1Cl,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1432.832,-1.42977,0.07057982,535.33,20,16,0.203689668,11.52279111
CC(C)C(C(=O)C(F)(F)F)N1CC(C2OC(c3c(C4CNC4)nc(-n4cnc5c(=N)[nH]cnc54)[nH]c3=O)C(F)C2O)C(C2OC(c3ccc(=N)[nH]c3)C(F)C2O)C1c1nc(-c2c(-c3n[nH]c(=NC(=O)N4CCNC(=O)C4)s3)nc(-c3ccc(=N)[nH]c3)[nH]c2=O)c(-n2cnc3c(=N)[nH]cnc32)c(=O)[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1444.36,-1.01722,0.057966049,538.94,20,16,0.31070738,6.978859768
CNC(=O)N=c1[nH]nc(-c2sc(N)c(-n3cnc4c(=N)[nH]cnc43)c2-c2sc(N)c(-n3cnc4c(=N)[nH]cnc43)c2C2NC(N3CCC(c4ccc(=N)[nH]c4)NC(N4CCC(c5cnc6ccccc6n5)NC(c5n[nH]c(=NC(=O)N6CCNC(=O)C6)s5)C4=O)C3=O)CCN(C(=O)CCNC3=NCCN3)C2=O)s1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1539.72,-0.74809,0.067528555,569.26,22,17,0.252561931,1.695108896
CNC(=O)N=c1[nH]nc(C2OC(c3c(-c4n[nH]c(=NC(=O)N5CC5)s4)sc(N)c3-c3cc[nH]c(=N)n3)C(N3CC(c4sc(N)c(C5CNC5)c4-c4nc(-c5ccc(=N)[nH]c5)[nH]c(=O)c4C4CNC(=O)C4)OC(N4CCC(n5cnc6c(=N)[nH]cnc65)NC(CS(=O)(=O)c5ccccc5)C4=O)C3)C2O)s1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1508.716,0.52851,0.062246568,541.11,21,16,0.315059611,2.248538444
CNC(=O)N=c1[nH]nc(-c2nc(C3OC(c4nn(C5CC(F)(F)C5)c(=O)c5ccccc45)C(C4OC(C5C(O)C(c6cn(-c7nc8c(=N)[nH]cnc8n7C7CNC(=O)C7)nc6C)OC5C5CNC(=O)C5)C(c5c(N)sc(-c6ccc(=N)[nH]c6)c5C5CCCCN5)C4O)C3O)[nH]c(=O)c2-c2n[nH]c(=NC(=O)NC)s2)s1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1552.665,1.82876,0.073816075,533.36,21,16,0.320987278,1.534177822
N=c1ccc(C2OC(c3c(N)sc(-c4c(-c5n[nH]c(=NC(=O)N6CCNC(=O)C6)s5)sc(N)c4-c4cc[nH]c(=N)n4)c3C3CNC3)C(O)C2c2c(C3OC(C4C(O)C(c5n[nH]c(=NC(=O)N6CCNC(=O)C6)s5)OC4n4cnc5c(=N)[nH]cnc54)C(F)C3O)c(=O)c2=O)c[nH]1,1421.748941,-1.772,0.03910486,526.91,20,16,0.222897802,1376.452,-1.66199,0.06444297,530.01,20,16,0.171840035,4.062314095
