SMILES,trg(MW),trg(LogP),trg(QED),trg(TPSA),trg(HBA),trg(HBD),trg(DRD2),gen(MW),gen(LogP),gen(QED),gen(TPSA),gen(HBA),gen(HBD),gen(DRD2),reward
COc1ccc(N=c2nc3c(c[nH]2)cc(C2CCCN2c2ccc4c(C5C(C)=NC(=O)NC5CCC(N)=O)nn(CCCN)c4c2)n3-c2cc3c[nH]c(=Nc4ccc(-c5nnc6sc(-c7c[nH]c(ON8C(N)=NC(N)=NC8(C)C)nc7=O)nn56)cn4)nc3n2CCC(N)=O)nc1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1318.428,3.0034,0.052932721,479.73,20,9,0.197835748,3.750066581
CN1CCCN(c2nn(-c3nc(=O)c(-c4nc(=O)c(ON5C(N)=NC(N)=NC5(C)C)c[nH]4)c[nH]3)c3cc(-c4cc5c[nH]c(=Nc6ccc(-c7ccc(N=c8nc9c(c[nH]8)cc(-c8ccc(CCC(N)=O)cc8C#N)n9-c8cc[nH]n8)nc7)cn6)nc5n4CCC(N)=O)ccc23)CC1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1301.375,3.46458,0.062995158,461.4,19,9,0.181255811,5.365304835
COc1nn2c(-n3c(OC)cc4c[nH]c(=Nc5ccc(-c6ccc(N=c7nc8c(c[nH]7)cc(-c7ccc9c(-c%10c(CN=c%11nc%12c(=Cc%13[nH]c(=O)[nH]c%13O)cnn%12c(=NC%12CC%12)[nH]%11)nc%11c(-c%12ccc(=O)[nH]n%12)cccn%10%11)nn(-c%10cc[nH]n%10)c9c7)n8-c7ccc(=O)[nH]n7)nc6)cn5)nc43)nnc2s1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1403.368,3.1406,0.071153665,474.14,20,9,0.17785975,1.511532185
CCC(=O)N1CCN(c2nn(-c3cc(-c4ccc(=O)[nH]n4)c(Cl)cn3)c3cc(-c4ccc(N=c5nc6c(c[nH]5)cc(-c5ccc(N=c7nc8c(c[nH]7)cc(ON7C(N)=NC(N)=NC7(C)C)n8-c7nc(=O)c(-c8n[nH]c(=N)s8)c[nH]7)nc5)n6CCCN)nc4)ccc23)C(=O)C1=O,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1315.767,3.20767,0.066532042,465.4,19,9,0.139118337,3.983367334
COc1cc2c[nH]c(=Nc3ccc(-c4cc5c[nH]c(=Nc6ccc(-n7nc(ON8C(N)=NC(N)=NC8(C)C)c8ccc(-c9nn(-c%10cc(-c%11n[nH]c(=N)s%11)c(Cl)cn%10)c%10nc[nH]c(=N)c9%10)cc87)cn6)nc5n4-c4nnc5sc(-n6c([N+](=O)[O-])cnc6C)nn45)cn3)nc2n1CCC(N)=O,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1385.807,4.24046,0.048223609,516.9,21,9,0.206519846,1.714686289
CN1C(=O)C(n2nc(-c3ccc(C=Cc4ccc(C#N)cc4)cc3)c3ccc(-c4nn5c(-c6c[nH]c(-c7cccc(Cl)c7)nc6=O)nnc5s4)cc32)(n2c(-c3nc4ccccc4n3C)cc3c[nH]c(=Nc4ccc(-c5nc(=O)c(ON6C(N)=NC(N)=NC6(C)C)c[nH]5)cn4)nc32)N=C1N,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1349.827,7.51168,0.060776796,400.79,18,6,0.136873943,2.319594808
CCC(CC)C(=O)N1CCc2c(-c3c[nH]c4ncnc(CCC(N)=O)c34)nn(-c3cc4c[nH]c(=Nc5ccc(-n6c(-c7c[nH]c8ncnc(ON9C(N)=NC(N)=NC9(C)C)c78)cc7c[nH]c(=Nc8ccc(CCCN)cn8)nc76)cn5)nc4n3CCC(N)=O)c2C1=O,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1242.348,3.4691,0.0527267,457.49,18,9,0.177279557,5.982693581
COc1ccc(N=c2nc3c(c[nH]2)cc(-c2ccc(N=c4nc5c(c[nH]4)cc(-c4ccc(=O)[nH]n4)n5-c4nn(-c5nc(=O)c(CCC(N)=O)c[nH]5)c5cc(-c6ccc(F)cc6F)ccc45)nc2)n3-c2nc(=O)c(-c3nc(=O)c(ON4C(N)=NC(N)=NC4(C)C)c[nH]3)c[nH]2)nc1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1281.199,3.2951,0.071068763,460.09,19,9,0.133299568,10.80730903
Cc1[nH]c(=O)c(CCCN)cc1-c1ccc(N=c2nc3c(c[nH]2)cc(-c2ccc(N=c4nc5c(c[nH]4)cc(CCC(N)=O)n5-c4nc(=O)c(ON5C(N)=NC(N)=NC5(C)C)c[nH]4)nc2)n3-c2nn(CCCN)c3cc(-n4ccnc4[N+](=O)[O-])ccc23)nc1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1189.24,2.76592,0.041498541,459.47,18,9,0.147991319,2.428451748
COCC1c2cc(-c3nn(-c4cc5c[nH]c(=Nc6ccc(-c7ncnc8[nH]cc(CCC(N)=O)c78)cn6)nc5n4CC(OC)C(=O)c4cc[nH]n4)c4cc(-c5c[nH]c(ON6C(N)=NC(N)=NC6(C)C)nc5=O)ccc34)c(-c3c[nH]c(=N)cn3)cc2CCN1S(=O)(=O)c1c[nH]cn1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1315.376,3.22727,0.048962444,479.12,20,10,0.246635571,3.897585074
CC1(C)N=C(N)N=C(N)N1Oc1nn(-c2cc3c[nH]c(=Nc4ccc(-c5ccc(N=c6nc7c(c[nH]6)cc(CCC(N)=O)n7-c6cc[nH]n6)nc5)cn4)nc3n2-c2c[nH]c3ncnc(-c4c[nH]c5ncnc(C(=O)CO)c45)c23)c2c1CCN(C(=O)CCC(F)(F)F)C2=O,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1264.188,3.496,0.06250396,454.36,19,9,0.145514716,13.9815472
COC1NC(=O)N=C(C)C1n1c(-c2ccc3c(N4CCOc5ccc(-c6ccc(N=c7nc8c(c[nH]7)cc(-c7nc(=O)c(ON9C(N)=NC(N)=NC9(C)C)c[nH]7)n8CCC(N)=O)nc6)cc5C4)nn(-c4ccc(=O)[nH]n4)c3c2)cc2c[nH]c(=Nc3ccc(CCC(N)=O)cn3)nc21,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1309.347,3.1684,0.063188486,465.61,19,9,0.377703869,4.196876745
Cc1ncc(-n2nc(-c3ccc(N=c4nc5c(c[nH]4)cc(-c4nc(=O)c(-c6nc7cccnc7[nH]6)c[nH]4)n5-c4noc(C(=O)NN)n4)nc3)c3ccc(C45CC6CC(CC(c7ccc(N=c8nc9c(c[nH]8)cc(-c8cncn8-c8cc(C(=O)NN(C(=O)C%10CNC%10)C(C)(C)C)c%10cc(C(=O)NN)oc%10c8)n9C8CNC8)nc7)(C6)C4)C5)cc32)cn1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1592.685,6.69322,0.027233416,502.23,24,11,0.246018074,0.643551048
CN1C(=O)C(c2cccc(N=c3nc(-c4nc(=O)c(CCCN)c[nH]4)nc[nH]3)c2)(n2nc(-c3c[nH]c4ccc(F)cc34)c3ccc(-c4cc5c[nH]c(=Nc6ccc(-c7nn8c(ON9C(N)=NC(N)=NC9(C)C)nnc8s7)cn6)nc5n4CCC(N)=O)cc32)N=C1N,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1243.292,2.7923,0.067131312,452.26,18,9,0.255709278,5.872026639
COc1cc(-c2cc3c[nH]c(=Nc4ccc(-c5nc(=O)c(ON6C(N)=NC(N)=NC6(C)C)c[nH]5)cn4)nc3n2-c2nn(-c3ccc(N=c4nc5c(c[nH]4)cc(-c4c[nH]c(CCC(N)=O)nc4=O)n5CCCN)nc3)c3cc(-c4nnc5ccccn45)ccc23)c(=O)[nH]c1C,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1262.294,3.24932,0.063149747,457.66,19,9,0.099393193,14.01476664
COc1cc(-c2ccc(N=c3nc4c(c[nH]3)cc(-c3cc5c[nH]c(=Nc6ccc(-c7ccc8c(CCC(N)=O)nn(C9CCCCNC9=O)c8c7)cn6)nc5n3-c3cc[nH]n3)n4-c3nn4c(-c5c[nH]c(ON6C(N)=NC(N)=NC6(C)C)nc5=O)nnc4s3)nc2)n[nH]1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1254.3,3.5644,0.070812248,452.38,19,9,0.176698586,8.770111218
COc1c[nH]c(-c2nn(-c3cc4c[nH]c(=Nc5ccc(-c6cc7c[nH]c(=Nc8ccc(ON9C(N)=NC(N)=NC9(C)C)cn8)nc7n6-c6no[nH]c6=N)cn5)nc4n3-c3ccnc(-c4n[nH]c(=N)s4)n3)c3c2CCN(C(=O)C(C)=Cc2ccnc4ccccc24)C3=O)nc1=O,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1290.289,3.55514,0.074510589,474,20,9,0.134311183,7.409590993
COc1nc(=O)c(-c2cc3c[nH]c(=Nc4ccc(-n5c(-c6nn(C)c(-c7ccc8c(ON9C(N)=NC(N)=NC9(C)C)nn(-c9n[nH]c(=N)s9)c8c7)c6Cl)cc6c[nH]c(=Nc7ccc(CCCN)cn7)nc65)cn4)nc3n2-c2nnc3sc(CCC(N)=O)nn23)c[nH]1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1281.779,3.14147,0.063199605,462.29,19,9,0.218752736,9.429057622
COc1ccc(N=c2nc3c(c[nH]2)cc(-c2cc(-c4ncnc5[nH]cc(ON6C(N)=NC(N)=NC6(C)C)c45)c(C)[nH]c2=O)n3-c2nn(-c3ccc4ccccc4c3-c3nc(=O)c(CCC(N)=O)c[nH]3)c3cc(C(=O)N=c4[nH]nc(S(=O)(=O)NC=O)s4)ccc23)nc1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1262.289,3.18722,0.062716895,459.76,19,9,0.192994505,11.73110177
COc1nc(=O)c(-c2ccc(ON3C(N)=NC(N)=NC3(C)C)n2-c2cc3c[nH]c(=Nc4ccc(-c5nc6c(c(-n7c(CCC(N)=O)cc8c[nH]c(=Nc9ccc(-c%10nc(=O)c(OC)c[nH]%10)cn9)nc87)n5)CN(CC(C)C)CC6)cn4)nc3n2C2NC(=O)N=C(C)C2CCCN)c[nH]1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1316.427,3.4964,0.052702288,461.43,20,9,0.210859786,3.881759176
COc1cc2c[nH]c(=Nc3ccc(-c4ccc5c(-c6ccc(F)c(F)c6F)nn(-c6c[nH]c(-c7nc(=O)c(-c8ccc(=O)[nH]n8)c[nH]7)nc6=O)c5c4)cn3)nc2n1-c1cc2c[nH]c(=Nc3ccc(-c4nc(=O)c(ON5C(N)=NC(N)=NC5(C)C)c[nH]4)cn3)nc2n1CCC(N)=O,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1299.189,3.5695,0.066235682,460.09,19,9,0.146274298,5.727911197
CC1(C)N=C(N)N=C(N)N1Oc1ccc(N=c2nc3c(c[nH]2)cc(-c2ccc4c(-c5ccccc5N)nn(-c5ccc(N=c6nc7c(c[nH]6)cc(-c6nnc8sc(-c9nc(=O)c(CCC(N)=O)c[nH]9)nn68)n7-c6ccc(=O)[nH]n6)nc5)c4c2)n3-c2cc[nH]n2)nc1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1232.253,3.6462,0.0701553,457.14,19,9,0.183656559,4.705364822
CCC(C)C(C(=O)O)N1CCc2nc(-c3ccc(N=c4nc5c(c[nH]4)cc(CCC(N)=O)n5CCCN)nc3)nc(-c3cc4c[nH]c(=Nc5ccc(-c6ccc(-c7nc(=O)c(ON8C(N)=NC(N)=NC8(C)C)c[nH]7)cc6C#N)cn5)nc4n3CCC(N)=O)c2C1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1217.334,3.18438,0.049859653,455.01,19,9,0.185390985,3.553375404
COc1cc2c[nH]c(=Nc3ccc(-c4c(-n5ncc(-c6cc7c[nH]c(=Nc8ccc(ON9C(N)=NC(N)=NC9(C)C)cn8)nc7n6-c6nn7cnnc7s6)c5-c5n[nH]c(=N)s5)c(C)[nH]c(=O)c4-c4nc(=O)c(CCC(N)=O)c[nH]4)cn3)nc2n1-c1ccccc1C#N,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1268.308,3.24547,0.071100817,475.1,19,9,0.143470092,54.0434671
COc1c(O)c2ccccc2n(-c2nn(C3C(C)=NC(=O)NC3OC)c3cc(-c4ccc(N=c5nc6c(c[nH]5)cc(-c5nc(=O)c(ON7C(N)=NC(N)=NC7(C)C)c[nH]5)n6-c5ccc(N=c6nc7c(c[nH]6)cc(-c6ccc(=O)[nH]n6)n7CCC(N)=O)nc5)nc4)ccc23)c1=O,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1280.261,3.3698,0.07101215,461.51,19,9,0.150065059,11.06469521
CC(C)(C)N(NC(=O)c1ccc(N=c2nc3c(c[nH]2)cc(-c2ccc4c(-c5nc6ccccc6c6nc(-c7cc8c[nH]c(=Nc9ccc(C(=O)NN)cn9)nc8n7-c7ccc8cc9[n+](cc8c7-c7nc(C(=O)NN)no7)CCc7cc8c(cc7-9)OCO8)c(O)n56)nn(-c5sc6ccccc6c5Cl)c4c2)n3C2CNC2)nc1)C(=O)C1CNC1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1597.097,8.6808,0.022311193,430.93,21,10,0.310339644,0.635118882
COc1ccc(N=c2nc3c(c[nH]2)cc(-n2cnc4c2c(=O)n(C)c(=O)n4C)n3-c2cc3c[nH]c(=Nc4ccc(-c5cc(-c6nc(=O)c(CCC(N)=O)c[nH]6)c(=O)[nH]c5C)cn4)nc3n2C2(C)Cc3c(-c4nn(-c5c[nH]c(CCC(N)=O)nc5=O)c5cc(ON6C(N)=NC(N)=NC6(C)C)ccc45)ccnc3O2)nc1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1470.467,2.04782,0.059333134,528.48,22,9,0.184535161,1.021186406
CC(N)Cn1nc(-n2c(-c3cc4c[nH]c(=Nc5ccc(-c6nnc7sc(-c8cc[nH]n8)nn67)cn5)nc4n3-c3cc[nH]n3)cc3c[nH]c(=Nc4ccc(CCCC(=O)ON5C(N)=NC(N)=NC5(C)C)cn4)nc32)c2ccc(-c3nc(=O)c(CCC(N)=O)c[nH]3)cc21,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1240.317,3.5489,0.059284639,457.14,19,9,0.191375594,5.67530902
COc1ccc(N=c2nc3c(c[nH]2)cc(-c2ccc4c(-c5ccc(CCC(N)=O)cc5C#N)nn(CCC(O)c5cc6c[nH]c(=Nc7ccc(OC)cn7)nc6n5-c5c[nH]c(-c6c[nH]c(ON7C(N)=NC(N)=NC7(C)C)nc6=O)nc5=O)c4c2)n3CCC(N)=O)nc1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1241.268,3.08428,0.052916233,464.93,19,9,0.146398539,5.916446125
C=C(C)CN1CCN(c2nn(CCC(N)=O)c3cc(-c4ccc(N=c5nc6c(c[nH]5)cc(CCCN)n6-c5ccc(N=c6nc7c(c[nH]6)cc(CN=c6cccc(ON8C(N)=NC(N)=NC8(C)C)[nH]6)n7-c6ncnc7[nH]cc(CCC(N)=O)c67)nc5)nc4)ccc23)C2CS(=O)(=O)CC21,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1342.534,3.0156,0.046684345,447.31,18,9,0.199005514,2.643134216
COc1ccc(N=c2nc3c(c[nH]2)cc(-c2cc(-c4cc[nH]n4)c(C)[nH]c2=O)n3-c2nn(-c3ccc(N=c4nc5c(c[nH]4)cc(ON4C(N)=NC(N)=NC4(C)C)n5-c4c[nH]c(-c5c[nH]c(CCC(N)=O)nc5=O)nc4=O)nc3)c3cc(-c4cnccn4)ccc23)nc1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1232.224,3.36012,0.071020626,455.91,19,9,0.108609052,4.767705696
COc1nc(=O)c(-c2cc3c[nH]c(=Nc4ccc(-c5cccc6ccc(CCC(N)=O)cc56)cn4)nc3n2-c2nc(-n3c(CCC(N)=O)cc4c[nH]c(=Nc5ccc(-c6c[nH]c(ON7C(N)=NC(N)=NC7(C)C)nc6=O)cn5)nc43)nc3c2CN(CC(C)(C)C(=O)O)CC3)c[nH]1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1295.36,3.6744,0.055733037,460.18,20,9,0.215357857,6.127460807
COc1nc(=O)c(-c2ccc(N=c3nc4c(c[nH]3)cc(-c3ccc5c(CC(F)(F)F)nn(CCC(N)=O)c5c3)n4-c3cc4c[nH]c(=Nc5ccc(-c6nc(=O)c(-c7n[nH]c(=N)s7)c[nH]6)cn5)nc4n3-c3nnc4sc(ON5C(N)=NC(N)=NC5(C)C)nn34)nc2)c[nH]1,1269.632228,3.31534,0.061031881,464.92,19,9,0.042221135,1286.245,3.18667,0.071133421,464.2,19,9,0.172493465,8.46983438
